FromID,ToID,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
2291,2491,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2291,2492,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
964,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
964,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2013,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2013,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
455,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2216,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2216,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2216,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2035,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
879,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
879,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1782,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1782,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
87,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
87,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
87,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1211,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1211,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
24,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1596,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1596,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
890,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1499,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1499,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
857,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
857,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1594,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
105,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
105,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
242,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
242,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
242,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2036,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2036,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1244,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1244,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
955,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
180,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1591,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1591,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1591,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2037,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2037,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
17,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
17,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
948,2483,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
948,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1784,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1784,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1784,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
25,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2072,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2072,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
103,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
5,2483,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
5,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
871,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
183,2483,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
183,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
183,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
183,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1448,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1448,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1663,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1663,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1663,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1179,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
460,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
460,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
963,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
963,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
3,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
3,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
3,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2044,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2044,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
18,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
18,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
583,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
971,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1352,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
694,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
664,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
664,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1203,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1203,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1203,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
226,2476,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1201,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1201,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
669,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
669,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
30,2478,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
30,2439,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
30,2477,GO:MF,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
450,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
450,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
450,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2202,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2202,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
61,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
61,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2292,2476,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2292,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2292,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
871,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
455,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
455,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
44,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
44,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2199,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2199,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1448,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1170,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1170,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1170,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1090,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1090,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
47,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
18,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
18,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
18,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1085,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2296,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2296,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
454,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
454,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
454,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
24,2476,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
24,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
24,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
24,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1455,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2043,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1370,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1370,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
51,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1179,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
971,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
452,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
452,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
452,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
109,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2285,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2285,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2285,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
3,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1087,2476,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1087,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1087,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
362,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
182,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
182,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1088,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1088,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1088,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2289,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2289,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2289,2478,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
2302,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
224,2439,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
224,2477,GO:MF,AMSC,D14,sc,FFA,LipocyteProfiler_Feature,Pathway
1347,2476,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1347,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1347,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
193,2476,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
669,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
450,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
450,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
450,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1212,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1212,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
243,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
243,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
243,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
94,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
94,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
94,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1594,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1594,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1594,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
99,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
99,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
99,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
926,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
926,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
926,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2204,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2204,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1309,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1309,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1309,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1170,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1170,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1170,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
732,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
732,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
732,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
249,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
249,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
27,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
27,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2134,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2134,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2134,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2036,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2036,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2036,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
423,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
423,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
423,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
189,2476,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
189,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
189,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1473,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
1473,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2483,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2476,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
42,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2195,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2195,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2195,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2072,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2072,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2072,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
17,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2044,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2044,2439,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
2044,2477,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
156,2478,GO:MF,AMSC,D14,sc,nonFFA,LipocyteProfiler_Feature,Pathway
