FromID,ToID,Relation_type,FromType,ToType
16496,16500,ORorBETA,Phenotype,SNP
16496,16501,ORorBETA,Phenotype,SNP
16496,16502,ORorBETA,Phenotype,SNP
16496,16503,ORorBETA,Phenotype,SNP
16496,16504,ORorBETA,Phenotype,SNP
16496,16505,ORorBETA,Phenotype,SNP
16496,16506,ORorBETA,Phenotype,SNP
16496,16507,ORorBETA,Phenotype,SNP
16496,16508,ORorBETA,Phenotype,SNP
16496,16509,ORorBETA,Phenotype,SNP
16496,16510,ORorBETA,Phenotype,SNP
16536,16537,ORorBETA,Phenotype,SNP
16536,16538,ORorBETA,Phenotype,SNP
16536,16539,ORorBETA,Phenotype,SNP
16536,16540,ORorBETA,Phenotype,SNP
16536,16541,ORorBETA,Phenotype,SNP
16536,16542,ORorBETA,Phenotype,SNP
16536,16543,ORorBETA,Phenotype,SNP
16544,16545,ORorBETA,Phenotype,SNP
16544,16546,ORorBETA,Phenotype,SNP
16547,16548,ORorBETA,Phenotype,SNP
16549,16550,ORorBETA,Phenotype,SNP
16559,16560,ORorBETA,Phenotype,SNP
16559,16561,ORorBETA,Phenotype,SNP
16571,16572,ORorBETA,Phenotype,SNP
16584,16585,ORorBETA,Phenotype,SNP
16584,16586,ORorBETA,Phenotype,SNP
16595,16596,ORorBETA,Phenotype,SNP
16602,16603,ORorBETA,Phenotype,SNP
16634,16635,ORorBETA,Phenotype,SNP
16645,16646,ORorBETA,Phenotype,SNP
16645,16647,ORorBETA,Phenotype,SNP
16648,16646,ORorBETA,Phenotype,SNP
16648,16649,ORorBETA,Phenotype,SNP
16652,16653,ORorBETA,Phenotype,SNP
16654,16655,ORorBETA,Phenotype,SNP
16654,16656,ORorBETA,Phenotype,SNP
16665,16666,ORorBETA,Phenotype,SNP
16665,16667,ORorBETA,Phenotype,SNP
16665,16668,ORorBETA,Phenotype,SNP
16665,16669,ORorBETA,Phenotype,SNP
16665,16670,ORorBETA,Phenotype,SNP
16665,16671,ORorBETA,Phenotype,SNP
16665,16672,ORorBETA,Phenotype,SNP
16721,16722,ORorBETA,Phenotype,SNP
16731,16732,ORorBETA,Phenotype,SNP
16731,16733,ORorBETA,Phenotype,SNP
16749,16750,ORorBETA,Phenotype,SNP
16756,16757,ORorBETA,Phenotype,SNP
16756,16758,ORorBETA,Phenotype,SNP
16756,16759,ORorBETA,Phenotype,SNP
16756,16760,ORorBETA,Phenotype,SNP
16770,16771,ORorBETA,Phenotype,SNP
16838,16839,ORorBETA,Phenotype,SNP
16838,16840,ORorBETA,Phenotype,SNP
16842,16843,ORorBETA,Phenotype,SNP
16851,16852,ORorBETA,Phenotype,SNP
16854,16072,ORorBETA,Phenotype,SNP
16854,16856,ORorBETA,Phenotype,SNP
16858,16859,ORorBETA,Phenotype,SNP
16858,16860,ORorBETA,Phenotype,SNP
16861,16862,ORorBETA,Phenotype,SNP
16861,16863,ORorBETA,Phenotype,SNP
16861,16864,ORorBETA,Phenotype,SNP
16867,16868,ORorBETA,Phenotype,SNP
16880,16881,ORorBETA,Phenotype,SNP
16880,16882,ORorBETA,Phenotype,SNP
16880,16883,ORorBETA,Phenotype,SNP
16880,16884,ORorBETA,Phenotype,SNP
16880,16885,ORorBETA,Phenotype,SNP
16880,16886,ORorBETA,Phenotype,SNP
16880,16887,ORorBETA,Phenotype,SNP
16880,16888,ORorBETA,Phenotype,SNP
16880,16889,ORorBETA,Phenotype,SNP
16880,16890,ORorBETA,Phenotype,SNP
16880,16891,ORorBETA,Phenotype,SNP
16880,16892,ORorBETA,Phenotype,SNP
16880,16893,ORorBETA,Phenotype,SNP
16880,16894,ORorBETA,Phenotype,SNP
16880,16895,ORorBETA,Phenotype,SNP
16880,16896,ORorBETA,Phenotype,SNP
16880,16902,ORorBETA,Phenotype,SNP
16880,16903,ORorBETA,Phenotype,SNP
16923,16924,ORorBETA,Phenotype,SNP
16925,16926,ORorBETA,Phenotype,SNP
16933,16934,ORorBETA,Phenotype,SNP
16933,16935,ORorBETA,Phenotype,SNP
16933,16936,ORorBETA,Phenotype,SNP
16933,16937,ORorBETA,Phenotype,SNP
16933,16938,ORorBETA,Phenotype,SNP
16933,16939,ORorBETA,Phenotype,SNP
16942,16943,ORorBETA,Phenotype,SNP
16971,16972,ORorBETA,Phenotype,SNP
17042,17043,ORorBETA,Phenotype,SNP
17058,17059,ORorBETA,Phenotype,SNP
17058,17060,ORorBETA,Phenotype,SNP
17058,17065,ORorBETA,Phenotype,SNP
17073,16646,ORorBETA,Phenotype,SNP
17073,17074,ORorBETA,Phenotype,SNP
17073,17075,ORorBETA,Phenotype,SNP
17073,17076,ORorBETA,Phenotype,SNP
17117,17118,ORorBETA,Phenotype,SNP
17119,17120,ORorBETA,Phenotype,SNP
17144,17145,ORorBETA,Phenotype,SNP
17144,15988,ORorBETA,Phenotype,SNP
17144,17146,ORorBETA,Phenotype,SNP
17147,17148,ORorBETA,Phenotype,SNP
17147,17149,ORorBETA,Phenotype,SNP
17150,17151,ORorBETA,Phenotype,SNP
17150,17152,ORorBETA,Phenotype,SNP
17150,17149,ORorBETA,Phenotype,SNP
17144,17155,ORorBETA,Phenotype,SNP
17156,17157,ORorBETA,Phenotype,SNP
17144,17158,ORorBETA,Phenotype,SNP
17156,17159,ORorBETA,Phenotype,SNP
17021,17160,ORorBETA,Phenotype,SNP
17021,17161,ORorBETA,Phenotype,SNP
17021,16739,ORorBETA,Phenotype,SNP
17021,17162,ORorBETA,Phenotype,SNP
17021,17163,ORorBETA,Phenotype,SNP
17164,17167,ORorBETA,Phenotype,SNP
17121,17168,ORorBETA,Phenotype,SNP
17169,17170,ORorBETA,Phenotype,SNP
17169,17162,ORorBETA,Phenotype,SNP
17169,17161,ORorBETA,Phenotype,SNP
17121,17161,ORorBETA,Phenotype,SNP
17121,17165,ORorBETA,Phenotype,SNP
17121,17172,ORorBETA,Phenotype,SNP
17121,16739,ORorBETA,Phenotype,SNP
17121,17170,ORorBETA,Phenotype,SNP
17121,17173,ORorBETA,Phenotype,SNP
17121,17162,ORorBETA,Phenotype,SNP
17209,17210,ORorBETA,Phenotype,SNP
17209,17211,ORorBETA,Phenotype,SNP
17209,17212,ORorBETA,Phenotype,SNP
17209,17213,ORorBETA,Phenotype,SNP
17209,17214,ORorBETA,Phenotype,SNP
17209,17215,ORorBETA,Phenotype,SNP
17209,17216,ORorBETA,Phenotype,SNP
17209,17217,ORorBETA,Phenotype,SNP
17209,17218,ORorBETA,Phenotype,SNP
17209,17219,ORorBETA,Phenotype,SNP
17209,17220,ORorBETA,Phenotype,SNP
17209,17221,ORorBETA,Phenotype,SNP
17209,17222,ORorBETA,Phenotype,SNP
17209,17223,ORorBETA,Phenotype,SNP
17209,17224,ORorBETA,Phenotype,SNP
17209,17225,ORorBETA,Phenotype,SNP
17209,17226,ORorBETA,Phenotype,SNP
17209,17227,ORorBETA,Phenotype,SNP
17209,17228,ORorBETA,Phenotype,SNP
17209,17229,ORorBETA,Phenotype,SNP
17209,17254,ORorBETA,Phenotype,SNP
17209,17255,ORorBETA,Phenotype,SNP
17209,17256,ORorBETA,Phenotype,SNP
17209,17257,ORorBETA,Phenotype,SNP
17209,17258,ORorBETA,Phenotype,SNP
17209,17259,ORorBETA,Phenotype,SNP
17209,17260,ORorBETA,Phenotype,SNP
17209,17261,ORorBETA,Phenotype,SNP
17209,17262,ORorBETA,Phenotype,SNP
17209,17263,ORorBETA,Phenotype,SNP
17209,17264,ORorBETA,Phenotype,SNP
17209,17265,ORorBETA,Phenotype,SNP
17209,17266,ORorBETA,Phenotype,SNP
17209,17267,ORorBETA,Phenotype,SNP
17209,17268,ORorBETA,Phenotype,SNP
17209,17269,ORorBETA,Phenotype,SNP
17209,17270,ORorBETA,Phenotype,SNP
17209,17271,ORorBETA,Phenotype,SNP
17209,17272,ORorBETA,Phenotype,SNP
17209,17273,ORorBETA,Phenotype,SNP
17209,17274,ORorBETA,Phenotype,SNP
17209,17275,ORorBETA,Phenotype,SNP
17209,17276,ORorBETA,Phenotype,SNP
17209,17277,ORorBETA,Phenotype,SNP
17209,17278,ORorBETA,Phenotype,SNP
17209,17279,ORorBETA,Phenotype,SNP
17282,17283,ORorBETA,Phenotype,SNP
17286,17287,ORorBETA,Phenotype,SNP
17313,17314,ORorBETA,Phenotype,SNP
17313,17315,ORorBETA,Phenotype,SNP
17313,17316,ORorBETA,Phenotype,SNP
17313,17317,ORorBETA,Phenotype,SNP
17313,17318,ORorBETA,Phenotype,SNP
17313,17319,ORorBETA,Phenotype,SNP
17313,17320,ORorBETA,Phenotype,SNP
17313,16765,ORorBETA,Phenotype,SNP
17313,17321,ORorBETA,Phenotype,SNP
17313,17322,ORorBETA,Phenotype,SNP
17164,17165,ORorBETA,Phenotype,SNP
17164,17323,ORorBETA,Phenotype,SNP
17164,17173,ORorBETA,Phenotype,SNP
17164,17162,ORorBETA,Phenotype,SNP
17324,16270,ORorBETA,Phenotype,SNP
17324,17323,ORorBETA,Phenotype,SNP
17324,17325,ORorBETA,Phenotype,SNP
17324,17326,ORorBETA,Phenotype,SNP
17324,17170,ORorBETA,Phenotype,SNP
17324,17165,ORorBETA,Phenotype,SNP
17324,17173,ORorBETA,Phenotype,SNP
17420,17424,ORorBETA,Phenotype,SNP
17420,17425,ORorBETA,Phenotype,SNP
17449,17450,ORorBETA,Phenotype,SNP
17313,16078,ORorBETA,Phenotype,SNP
17313,17473,ORorBETA,Phenotype,SNP
17313,17474,ORorBETA,Phenotype,SNP
17313,17475,ORorBETA,Phenotype,SNP
17313,17476,ORorBETA,Phenotype,SNP
17313,17477,ORorBETA,Phenotype,SNP
17313,17478,ORorBETA,Phenotype,SNP
17313,17479,ORorBETA,Phenotype,SNP
17313,17480,ORorBETA,Phenotype,SNP
17313,17481,ORorBETA,Phenotype,SNP
17313,17482,ORorBETA,Phenotype,SNP
17313,17483,ORorBETA,Phenotype,SNP
17313,17484,ORorBETA,Phenotype,SNP
17313,17485,ORorBETA,Phenotype,SNP
17313,17486,ORorBETA,Phenotype,SNP
17001,16270,ORorBETA,Phenotype,SNP
17001,16739,ORorBETA,Phenotype,SNP
17569,17570,ORorBETA,Phenotype,SNP
17569,17571,ORorBETA,Phenotype,SNP
17073,17638,ORorBETA,Phenotype,SNP
17073,17639,ORorBETA,Phenotype,SNP
17647,17648,ORorBETA,Phenotype,SNP
17696,17697,ORorBETA,Phenotype,SNP
17696,17698,ORorBETA,Phenotype,SNP
17696,17699,ORorBETA,Phenotype,SNP
17696,17700,ORorBETA,Phenotype,SNP
17209,17703,ORorBETA,Phenotype,SNP
17209,17704,ORorBETA,Phenotype,SNP
17209,17705,ORorBETA,Phenotype,SNP
17209,17706,ORorBETA,Phenotype,SNP
17209,17707,ORorBETA,Phenotype,SNP
17209,17708,ORorBETA,Phenotype,SNP
17209,17709,ORorBETA,Phenotype,SNP
17209,17710,ORorBETA,Phenotype,SNP
17209,17711,ORorBETA,Phenotype,SNP
17209,17712,ORorBETA,Phenotype,SNP
17209,17713,ORorBETA,Phenotype,SNP
17209,17714,ORorBETA,Phenotype,SNP
17209,17715,ORorBETA,Phenotype,SNP
17209,17716,ORorBETA,Phenotype,SNP
17209,17717,ORorBETA,Phenotype,SNP
17209,17718,ORorBETA,Phenotype,SNP
17209,17719,ORorBETA,Phenotype,SNP
17209,17720,ORorBETA,Phenotype,SNP
17209,17721,ORorBETA,Phenotype,SNP
17209,17722,ORorBETA,Phenotype,SNP
17209,17723,ORorBETA,Phenotype,SNP
17209,17724,ORorBETA,Phenotype,SNP
17209,17725,ORorBETA,Phenotype,SNP
17209,17726,ORorBETA,Phenotype,SNP
17209,17727,ORorBETA,Phenotype,SNP
17209,17728,ORorBETA,Phenotype,SNP
17209,17729,ORorBETA,Phenotype,SNP
17209,17730,ORorBETA,Phenotype,SNP
17209,17731,ORorBETA,Phenotype,SNP
17209,17732,ORorBETA,Phenotype,SNP
17209,17733,ORorBETA,Phenotype,SNP
17209,17734,ORorBETA,Phenotype,SNP
17209,17735,ORorBETA,Phenotype,SNP
17209,17736,ORorBETA,Phenotype,SNP
17209,17737,ORorBETA,Phenotype,SNP
17209,17738,ORorBETA,Phenotype,SNP
17209,17739,ORorBETA,Phenotype,SNP
17209,17740,ORorBETA,Phenotype,SNP
17209,17741,ORorBETA,Phenotype,SNP
17209,17742,ORorBETA,Phenotype,SNP
17209,17743,ORorBETA,Phenotype,SNP
17209,17744,ORorBETA,Phenotype,SNP
17209,17745,ORorBETA,Phenotype,SNP
17209,17746,ORorBETA,Phenotype,SNP
17209,17747,ORorBETA,Phenotype,SNP
17209,17748,ORorBETA,Phenotype,SNP
17209,17749,ORorBETA,Phenotype,SNP
17209,17750,ORorBETA,Phenotype,SNP
17209,17751,ORorBETA,Phenotype,SNP
17209,17752,ORorBETA,Phenotype,SNP
17209,17753,ORorBETA,Phenotype,SNP
17209,17754,ORorBETA,Phenotype,SNP
17209,17755,ORorBETA,Phenotype,SNP
17209,17756,ORorBETA,Phenotype,SNP
17209,17757,ORorBETA,Phenotype,SNP
17209,17758,ORorBETA,Phenotype,SNP
17209,17759,ORorBETA,Phenotype,SNP
17209,17760,ORorBETA,Phenotype,SNP
17209,17761,ORorBETA,Phenotype,SNP
17209,17762,ORorBETA,Phenotype,SNP
17209,17763,ORorBETA,Phenotype,SNP
17209,17764,ORorBETA,Phenotype,SNP
17209,17765,ORorBETA,Phenotype,SNP
17209,17766,ORorBETA,Phenotype,SNP
17209,17767,ORorBETA,Phenotype,SNP
17209,17768,ORorBETA,Phenotype,SNP
17209,17769,ORorBETA,Phenotype,SNP
17209,17770,ORorBETA,Phenotype,SNP
17209,17771,ORorBETA,Phenotype,SNP
17209,17772,ORorBETA,Phenotype,SNP
17209,17773,ORorBETA,Phenotype,SNP
17209,17774,ORorBETA,Phenotype,SNP
17209,17775,ORorBETA,Phenotype,SNP
17209,17776,ORorBETA,Phenotype,SNP
17209,17777,ORorBETA,Phenotype,SNP
17209,17778,ORorBETA,Phenotype,SNP
17209,17779,ORorBETA,Phenotype,SNP
17209,17780,ORorBETA,Phenotype,SNP
17209,17781,ORorBETA,Phenotype,SNP
17209,17782,ORorBETA,Phenotype,SNP
17209,17783,ORorBETA,Phenotype,SNP
17209,17784,ORorBETA,Phenotype,SNP
17209,17785,ORorBETA,Phenotype,SNP
17209,17786,ORorBETA,Phenotype,SNP
17209,17787,ORorBETA,Phenotype,SNP
17209,17788,ORorBETA,Phenotype,SNP
17209,17789,ORorBETA,Phenotype,SNP
17209,17790,ORorBETA,Phenotype,SNP
17209,17791,ORorBETA,Phenotype,SNP
17209,17792,ORorBETA,Phenotype,SNP
17209,17793,ORorBETA,Phenotype,SNP
17209,17794,ORorBETA,Phenotype,SNP
17209,17795,ORorBETA,Phenotype,SNP
17209,17796,ORorBETA,Phenotype,SNP
17209,17797,ORorBETA,Phenotype,SNP
17209,17798,ORorBETA,Phenotype,SNP
17209,17799,ORorBETA,Phenotype,SNP
17209,17800,ORorBETA,Phenotype,SNP
17209,17801,ORorBETA,Phenotype,SNP
17209,17802,ORorBETA,Phenotype,SNP
17209,17803,ORorBETA,Phenotype,SNP
17209,17804,ORorBETA,Phenotype,SNP
17209,17805,ORorBETA,Phenotype,SNP
17209,17806,ORorBETA,Phenotype,SNP
17209,17807,ORorBETA,Phenotype,SNP
17209,17808,ORorBETA,Phenotype,SNP
17209,17809,ORorBETA,Phenotype,SNP
17209,17810,ORorBETA,Phenotype,SNP
17209,17811,ORorBETA,Phenotype,SNP
17209,17812,ORorBETA,Phenotype,SNP
17209,17813,ORorBETA,Phenotype,SNP
17209,17814,ORorBETA,Phenotype,SNP
17209,17815,ORorBETA,Phenotype,SNP
17209,17816,ORorBETA,Phenotype,SNP
17209,17817,ORorBETA,Phenotype,SNP
17209,17818,ORorBETA,Phenotype,SNP
17209,17819,ORorBETA,Phenotype,SNP
17209,17820,ORorBETA,Phenotype,SNP
17209,17821,ORorBETA,Phenotype,SNP
17209,17822,ORorBETA,Phenotype,SNP
17209,17823,ORorBETA,Phenotype,SNP
17209,17824,ORorBETA,Phenotype,SNP
17209,17825,ORorBETA,Phenotype,SNP
17209,17826,ORorBETA,Phenotype,SNP
17209,17827,ORorBETA,Phenotype,SNP
17209,17828,ORorBETA,Phenotype,SNP
17209,17829,ORorBETA,Phenotype,SNP
17209,17830,ORorBETA,Phenotype,SNP
17209,17831,ORorBETA,Phenotype,SNP
17209,17832,ORorBETA,Phenotype,SNP
17209,17833,ORorBETA,Phenotype,SNP
17209,17834,ORorBETA,Phenotype,SNP
17209,17835,ORorBETA,Phenotype,SNP
17209,17836,ORorBETA,Phenotype,SNP
17209,17837,ORorBETA,Phenotype,SNP
17209,17838,ORorBETA,Phenotype,SNP
17209,17839,ORorBETA,Phenotype,SNP
17209,17840,ORorBETA,Phenotype,SNP
17209,17841,ORorBETA,Phenotype,SNP
17209,17842,ORorBETA,Phenotype,SNP
17209,17843,ORorBETA,Phenotype,SNP
17209,17844,ORorBETA,Phenotype,SNP
17209,17845,ORorBETA,Phenotype,SNP
17209,17846,ORorBETA,Phenotype,SNP
17209,17847,ORorBETA,Phenotype,SNP
17209,17848,ORorBETA,Phenotype,SNP
17209,17849,ORorBETA,Phenotype,SNP
17209,17850,ORorBETA,Phenotype,SNP
17209,17851,ORorBETA,Phenotype,SNP
17209,17852,ORorBETA,Phenotype,SNP
17209,17853,ORorBETA,Phenotype,SNP
17209,17854,ORorBETA,Phenotype,SNP
17209,17855,ORorBETA,Phenotype,SNP
17209,17856,ORorBETA,Phenotype,SNP
17209,17857,ORorBETA,Phenotype,SNP
17209,17858,ORorBETA,Phenotype,SNP
17209,17859,ORorBETA,Phenotype,SNP
17209,17860,ORorBETA,Phenotype,SNP
17209,17861,ORorBETA,Phenotype,SNP
17209,17862,ORorBETA,Phenotype,SNP
17209,17863,ORorBETA,Phenotype,SNP
17209,17864,ORorBETA,Phenotype,SNP
17209,17865,ORorBETA,Phenotype,SNP
17209,17866,ORorBETA,Phenotype,SNP
17209,17867,ORorBETA,Phenotype,SNP
17209,17868,ORorBETA,Phenotype,SNP
17209,17869,ORorBETA,Phenotype,SNP
17209,17870,ORorBETA,Phenotype,SNP
17209,16910,ORorBETA,Phenotype,SNP
17209,17871,ORorBETA,Phenotype,SNP
17209,17872,ORorBETA,Phenotype,SNP
17209,17873,ORorBETA,Phenotype,SNP
17209,17874,ORorBETA,Phenotype,SNP
17209,17875,ORorBETA,Phenotype,SNP
17209,17876,ORorBETA,Phenotype,SNP
17209,17877,ORorBETA,Phenotype,SNP
17209,17878,ORorBETA,Phenotype,SNP
17209,17879,ORorBETA,Phenotype,SNP
17209,17880,ORorBETA,Phenotype,SNP
17209,17881,ORorBETA,Phenotype,SNP
17209,17882,ORorBETA,Phenotype,SNP
17209,17883,ORorBETA,Phenotype,SNP
17209,17884,ORorBETA,Phenotype,SNP
17209,17885,ORorBETA,Phenotype,SNP
17209,17886,ORorBETA,Phenotype,SNP
17209,17887,ORorBETA,Phenotype,SNP
17209,17888,ORorBETA,Phenotype,SNP
17209,17889,ORorBETA,Phenotype,SNP
17209,17890,ORorBETA,Phenotype,SNP
17209,17891,ORorBETA,Phenotype,SNP
17209,17892,ORorBETA,Phenotype,SNP
17209,17893,ORorBETA,Phenotype,SNP
17209,17894,ORorBETA,Phenotype,SNP
17209,17895,ORorBETA,Phenotype,SNP
17209,17896,ORorBETA,Phenotype,SNP
17209,17897,ORorBETA,Phenotype,SNP
17209,17898,ORorBETA,Phenotype,SNP
17313,17899,ORorBETA,Phenotype,SNP
17313,17900,ORorBETA,Phenotype,SNP
17313,17901,ORorBETA,Phenotype,SNP
17313,17902,ORorBETA,Phenotype,SNP
17313,17661,ORorBETA,Phenotype,SNP
18075,18076,ORorBETA,Phenotype,SNP
18077,18076,ORorBETA,Phenotype,SNP
18081,16693,ORorBETA,Phenotype,SNP
18081,18082,ORorBETA,Phenotype,SNP
18075,16693,ORorBETA,Phenotype,SNP
18075,18082,ORorBETA,Phenotype,SNP
18106,18107,ORorBETA,Phenotype,SNP
18174,18175,ORorBETA,Phenotype,SNP
18176,18175,ORorBETA,Phenotype,SNP
17209,18214,ORorBETA,Phenotype,SNP
17209,18215,ORorBETA,Phenotype,SNP
17209,18216,ORorBETA,Phenotype,SNP
17209,18217,ORorBETA,Phenotype,SNP
17209,18218,ORorBETA,Phenotype,SNP
17209,18219,ORorBETA,Phenotype,SNP
17209,18220,ORorBETA,Phenotype,SNP
17209,18221,ORorBETA,Phenotype,SNP
17209,18222,ORorBETA,Phenotype,SNP
17209,18223,ORorBETA,Phenotype,SNP
17209,18224,ORorBETA,Phenotype,SNP
17209,18225,ORorBETA,Phenotype,SNP
17209,18226,ORorBETA,Phenotype,SNP
17209,18227,ORorBETA,Phenotype,SNP
17209,18228,ORorBETA,Phenotype,SNP
17209,18229,ORorBETA,Phenotype,SNP
17209,18230,ORorBETA,Phenotype,SNP
17209,18231,ORorBETA,Phenotype,SNP
17209,18232,ORorBETA,Phenotype,SNP
17209,18233,ORorBETA,Phenotype,SNP
17209,18234,ORorBETA,Phenotype,SNP
17209,18235,ORorBETA,Phenotype,SNP
17209,18236,ORorBETA,Phenotype,SNP
17209,18237,ORorBETA,Phenotype,SNP
17209,18238,ORorBETA,Phenotype,SNP
17209,18239,ORorBETA,Phenotype,SNP
17209,18240,ORorBETA,Phenotype,SNP
17209,18241,ORorBETA,Phenotype,SNP
17209,18242,ORorBETA,Phenotype,SNP
17209,18243,ORorBETA,Phenotype,SNP
17209,18244,ORorBETA,Phenotype,SNP
17209,18245,ORorBETA,Phenotype,SNP
17209,18246,ORorBETA,Phenotype,SNP
17209,18247,ORorBETA,Phenotype,SNP
17209,18248,ORorBETA,Phenotype,SNP
17209,18249,ORorBETA,Phenotype,SNP
17209,18250,ORorBETA,Phenotype,SNP
17209,18251,ORorBETA,Phenotype,SNP
17209,18252,ORorBETA,Phenotype,SNP
17209,18253,ORorBETA,Phenotype,SNP
17209,18254,ORorBETA,Phenotype,SNP
17209,18255,ORorBETA,Phenotype,SNP
17209,18256,ORorBETA,Phenotype,SNP
17209,18257,ORorBETA,Phenotype,SNP
17209,18258,ORorBETA,Phenotype,SNP
17209,18259,ORorBETA,Phenotype,SNP
17209,18260,ORorBETA,Phenotype,SNP
17209,18261,ORorBETA,Phenotype,SNP
17209,18262,ORorBETA,Phenotype,SNP
17209,18263,ORorBETA,Phenotype,SNP
17209,18264,ORorBETA,Phenotype,SNP
17209,18265,ORorBETA,Phenotype,SNP
17209,18266,ORorBETA,Phenotype,SNP
17209,18267,ORorBETA,Phenotype,SNP
17209,18268,ORorBETA,Phenotype,SNP
17209,18269,ORorBETA,Phenotype,SNP
17209,18270,ORorBETA,Phenotype,SNP
17209,18271,ORorBETA,Phenotype,SNP
17209,18272,ORorBETA,Phenotype,SNP
17209,18273,ORorBETA,Phenotype,SNP
17209,18274,ORorBETA,Phenotype,SNP
17209,18275,ORorBETA,Phenotype,SNP
17209,18276,ORorBETA,Phenotype,SNP
17209,18277,ORorBETA,Phenotype,SNP
17209,18278,ORorBETA,Phenotype,SNP
17209,18279,ORorBETA,Phenotype,SNP
17209,18280,ORorBETA,Phenotype,SNP
17209,18281,ORorBETA,Phenotype,SNP
17209,18282,ORorBETA,Phenotype,SNP
17209,18283,ORorBETA,Phenotype,SNP
17209,18284,ORorBETA,Phenotype,SNP
17209,18285,ORorBETA,Phenotype,SNP
17209,18286,ORorBETA,Phenotype,SNP
17209,18287,ORorBETA,Phenotype,SNP
17209,18288,ORorBETA,Phenotype,SNP
17209,18289,ORorBETA,Phenotype,SNP
17209,18290,ORorBETA,Phenotype,SNP
17209,18291,ORorBETA,Phenotype,SNP
17209,18292,ORorBETA,Phenotype,SNP
17209,18293,ORorBETA,Phenotype,SNP
17209,18294,ORorBETA,Phenotype,SNP
17209,18295,ORorBETA,Phenotype,SNP
17209,18296,ORorBETA,Phenotype,SNP
17209,18297,ORorBETA,Phenotype,SNP
17209,18298,ORorBETA,Phenotype,SNP
17209,18299,ORorBETA,Phenotype,SNP
17209,18300,ORorBETA,Phenotype,SNP
17209,18301,ORorBETA,Phenotype,SNP
17209,18302,ORorBETA,Phenotype,SNP
17209,18303,ORorBETA,Phenotype,SNP
17209,18304,ORorBETA,Phenotype,SNP
17209,18305,ORorBETA,Phenotype,SNP
17209,18306,ORorBETA,Phenotype,SNP
17209,18307,ORorBETA,Phenotype,SNP
17209,18308,ORorBETA,Phenotype,SNP
17209,18309,ORorBETA,Phenotype,SNP
17209,18310,ORorBETA,Phenotype,SNP
17209,18311,ORorBETA,Phenotype,SNP
17209,18312,ORorBETA,Phenotype,SNP
17209,18313,ORorBETA,Phenotype,SNP
17209,18314,ORorBETA,Phenotype,SNP
17209,18315,ORorBETA,Phenotype,SNP
17209,18316,ORorBETA,Phenotype,SNP
17209,18317,ORorBETA,Phenotype,SNP
17209,18318,ORorBETA,Phenotype,SNP
17209,18319,ORorBETA,Phenotype,SNP
17209,18320,ORorBETA,Phenotype,SNP
17209,18321,ORorBETA,Phenotype,SNP
17209,18322,ORorBETA,Phenotype,SNP
17209,18323,ORorBETA,Phenotype,SNP
17209,18324,ORorBETA,Phenotype,SNP
17209,18325,ORorBETA,Phenotype,SNP
17209,18326,ORorBETA,Phenotype,SNP
17209,18327,ORorBETA,Phenotype,SNP
17209,18328,ORorBETA,Phenotype,SNP
17209,18329,ORorBETA,Phenotype,SNP
17209,18330,ORorBETA,Phenotype,SNP
