FromID,ToID,Relation_type,FromType,ToType
16287,16526,ORorBETA,Phenotype,SNP
16372,16534,ORorBETA,Phenotype,SNP
16560,16561,ORorBETA,Phenotype,SNP
16109,16566,ORorBETA,Phenotype,SNP
16109,16576,ORorBETA,Phenotype,SNP
16436,16586,ORorBETA,Phenotype,SNP
16036,16588,ORorBETA,Phenotype,SNP
16513,16607,ORorBETA,Phenotype,SNP
16027,16622,ORorBETA,Phenotype,SNP
16623,16624,ORorBETA,Phenotype,SNP
16109,16625,ORorBETA,Phenotype,SNP
16107,16639,ORorBETA,Phenotype,SNP
16643,16644,ORorBETA,Phenotype,SNP
16652,16653,ORorBETA,Phenotype,SNP
16109,16654,ORorBETA,Phenotype,SNP
16655,16656,ORorBETA,Phenotype,SNP
16664,16665,ORorBETA,Phenotype,SNP
16685,16686,ORorBETA,Phenotype,SNP
16716,16717,ORorBETA,Phenotype,SNP
16404,16719,ORorBETA,Phenotype,SNP
16357,16720,ORorBETA,Phenotype,SNP
16723,16724,ORorBETA,Phenotype,SNP
16727,16728,ORorBETA,Phenotype,SNP
16731,16732,ORorBETA,Phenotype,SNP
16103,16736,ORorBETA,Phenotype,SNP
16740,16741,ORorBETA,Phenotype,SNP
16744,16745,ORorBETA,Phenotype,SNP
16598,16752,ORorBETA,Phenotype,SNP
16753,16754,ORorBETA,Phenotype,SNP
16761,16762,ORorBETA,Phenotype,SNP
16773,16774,ORorBETA,Phenotype,SNP
16057,16775,ORorBETA,Phenotype,SNP
16780,16781,ORorBETA,Phenotype,SNP
16109,16797,ORorBETA,Phenotype,SNP
16802,16803,ORorBETA,Phenotype,SNP
15980,16810,ORorBETA,Phenotype,SNP
16814,16815,ORorBETA,Phenotype,SNP
16825,16826,ORorBETA,Phenotype,SNP
16012,16827,ORorBETA,Phenotype,SNP
16838,16839,ORorBETA,Phenotype,SNP
16846,16847,ORorBETA,Phenotype,SNP
16878,16879,ORorBETA,Phenotype,SNP
16123,16908,ORorBETA,Phenotype,SNP
68,16917,ORorBETA,Phenotype,SNP
16921,16922,ORorBETA,Phenotype,SNP
16151,16932,ORorBETA,Phenotype,SNP
16103,16933,ORorBETA,Phenotype,SNP
16938,16939,ORorBETA,Phenotype,SNP
16109,16940,ORorBETA,Phenotype,SNP
16194,16964,ORorBETA,Phenotype,SNP
16546,16965,ORorBETA,Phenotype,SNP
16109,16980,ORorBETA,Phenotype,SNP
16981,16982,ORorBETA,Phenotype,SNP
16987,16988,ORorBETA,Phenotype,SNP
16109,16995,ORorBETA,Phenotype,SNP
17006,17007,ORorBETA,Phenotype,SNP
16084,17013,ORorBETA,Phenotype,SNP
16012,17016,ORorBETA,Phenotype,SNP
16027,17022,ORorBETA,Phenotype,SNP
17033,17034,ORorBETA,Phenotype,SNP
16109,17036,ORorBETA,Phenotype,SNP
17043,17044,ORorBETA,Phenotype,SNP
16357,17068,ORorBETA,Phenotype,SNP
17073,17074,ORorBETA,Phenotype,SNP
17083,17084,ORorBETA,Phenotype,SNP
16109,17098,ORorBETA,Phenotype,SNP
17109,17110,ORorBETA,Phenotype,SNP
17111,17012,ORorBETA,Phenotype,SNP
17115,17116,ORorBETA,Phenotype,SNP
16324,17117,ORorBETA,Phenotype,SNP
17118,17119,ORorBETA,Phenotype,SNP
68,17123,ORorBETA,Phenotype,SNP
16109,17148,ORorBETA,Phenotype,SNP
17156,17157,ORorBETA,Phenotype,SNP
17166,17167,ORorBETA,Phenotype,SNP
16036,17207,ORorBETA,Phenotype,SNP
17222,17223,ORorBETA,Phenotype,SNP
16516,17224,ORorBETA,Phenotype,SNP
16643,17226,ORorBETA,Phenotype,SNP
17227,17228,ORorBETA,Phenotype,SNP
17241,17242,ORorBETA,Phenotype,SNP
17255,17256,ORorBETA,Phenotype,SNP
16814,17262,ORorBETA,Phenotype,SNP
17115,17267,ORorBETA,Phenotype,SNP
16529,17274,ORorBETA,Phenotype,SNP
17277,17278,ORorBETA,Phenotype,SNP
17277,17279,ORorBETA,Phenotype,SNP
17115,17285,ORorBETA,Phenotype,SNP
16109,17294,ORorBETA,Phenotype,SNP
16109,17299,ORorBETA,Phenotype,SNP
16027,17300,ORorBETA,Phenotype,SNP
17301,17302,ORorBETA,Phenotype,SNP
17305,17306,ORorBETA,Phenotype,SNP
17305,17323,ORorBETA,Phenotype,SNP
17324,17325,ORorBETA,Phenotype,SNP
17326,17327,ORorBETA,Phenotype,SNP
17330,17331,ORorBETA,Phenotype,SNP
17334,17335,ORorBETA,Phenotype,SNP
17339,17340,ORorBETA,Phenotype,SNP
17305,17343,ORorBETA,Phenotype,SNP
16084,17344,ORorBETA,Phenotype,SNP
16393,17352,ORorBETA,Phenotype,SNP
16057,17354,ORorBETA,Phenotype,SNP
15993,17366,ORorBETA,Phenotype,SNP
17373,17374,ORorBETA,Phenotype,SNP
17377,17378,ORorBETA,Phenotype,SNP
17386,17387,ORorBETA,Phenotype,SNP
17388,17389,ORorBETA,Phenotype,SNP
16716,17393,ORorBETA,Phenotype,SNP
17408,17409,ORorBETA,Phenotype,SNP
17414,17415,ORorBETA,Phenotype,SNP
17419,17420,ORorBETA,Phenotype,SNP
17422,17423,ORorBETA,Phenotype,SNP
17425,17426,ORorBETA,Phenotype,SNP
17277,17427,ORorBETA,Phenotype,SNP
16123,17430,ORorBETA,Phenotype,SNP
16109,17451,ORorBETA,Phenotype,SNP
16210,17453,ORorBETA,Phenotype,SNP
17454,17280,ORorBETA,Phenotype,SNP
17455,17456,ORorBETA,Phenotype,SNP
16027,17473,ORorBETA,Phenotype,SNP
17492,17493,ORorBETA,Phenotype,SNP
16057,17496,ORorBETA,Phenotype,SNP
17349,17499,ORorBETA,Phenotype,SNP
17501,17502,ORorBETA,Phenotype,SNP
17506,17507,ORorBETA,Phenotype,SNP
16027,17508,ORorBETA,Phenotype,SNP
17489,17509,ORorBETA,Phenotype,SNP
17535,17536,ORorBETA,Phenotype,SNP
16271,17540,ORorBETA,Phenotype,SNP
16109,17555,ORorBETA,Phenotype,SNP
17560,17561,ORorBETA,Phenotype,SNP
17563,17564,ORorBETA,Phenotype,SNP
16981,17588,ORorBETA,Phenotype,SNP
15999,17589,ORorBETA,Phenotype,SNP
17593,17594,ORorBETA,Phenotype,SNP
16404,17595,ORorBETA,Phenotype,SNP
17602,17603,ORorBETA,Phenotype,SNP
17606,17607,ORorBETA,Phenotype,SNP
17377,17609,ORorBETA,Phenotype,SNP
16109,17612,ORorBETA,Phenotype,SNP
17622,17623,ORorBETA,Phenotype,SNP
17638,17639,ORorBETA,Phenotype,SNP
16716,17644,ORorBETA,Phenotype,SNP
17653,17654,ORorBETA,Phenotype,SNP
17506,17665,ORorBETA,Phenotype,SNP
17668,17669,ORorBETA,Phenotype,SNP
15980,17678,ORorBETA,Phenotype,SNP
16109,17685,ORorBETA,Phenotype,SNP
16103,17690,ORorBETA,Phenotype,SNP
17708,17709,ORorBETA,Phenotype,SNP
16027,17713,ORorBETA,Phenotype,SNP
17723,17724,ORorBETA,Phenotype,SNP
17727,17728,ORorBETA,Phenotype,SNP
17330,17736,ORorBETA,Phenotype,SNP
16109,17751,ORorBETA,Phenotype,SNP
17058,17693,ORorBETA,Phenotype,SNP
17759,17760,ORorBETA,Phenotype,SNP
17762,17763,ORorBETA,Phenotype,SNP
68,17767,ORorBETA,Phenotype,SNP
16027,17775,ORorBETA,Phenotype,SNP
17118,17785,ORorBETA,Phenotype,SNP
16109,17788,ORorBETA,Phenotype,SNP
16027,17798,ORorBETA,Phenotype,SNP
16814,17800,ORorBETA,Phenotype,SNP
17804,17805,ORorBETA,Phenotype,SNP
16027,17826,ORorBETA,Phenotype,SNP
16516,17830,ORorBETA,Phenotype,SNP
17277,17831,ORorBETA,Phenotype,SNP
17804,17833,ORorBETA,Phenotype,SNP
16027,17834,ORorBETA,Phenotype,SNP
17326,17837,ORorBETA,Phenotype,SNP
17838,17839,ORorBETA,Phenotype,SNP
17852,17853,ORorBETA,Phenotype,SNP
16057,17856,ORorBETA,Phenotype,SNP
17857,17858,ORorBETA,Phenotype,SNP
16123,17862,ORorBETA,Phenotype,SNP
16027,17870,ORorBETA,Phenotype,SNP
16359,17877,ORorBETA,Phenotype,SNP
16027,17883,ORorBETA,Phenotype,SNP
17897,17898,ORorBETA,Phenotype,SNP
16027,17901,ORorBETA,Phenotype,SNP
17109,17908,ORorBETA,Phenotype,SNP
16016,17913,ORorBETA,Phenotype,SNP
15980,17921,ORorBETA,Phenotype,SNP
17931,17932,ORorBETA,Phenotype,SNP
16109,17936,ORorBETA,Phenotype,SNP
17944,17945,ORorBETA,Phenotype,SNP
16190,17949,ORorBETA,Phenotype,SNP
17115,17969,ORorBETA,Phenotype,SNP
16560,17972,ORorBETA,Phenotype,SNP
17653,17978,ORorBETA,Phenotype,SNP
17979,17980,ORorBETA,Phenotype,SNP
17992,17993,ORorBETA,Phenotype,SNP
17996,17997,ORorBETA,Phenotype,SNP
68,17998,ORorBETA,Phenotype,SNP
17115,17999,ORorBETA,Phenotype,SNP
16716,18000,ORorBETA,Phenotype,SNP
18001,18002,ORorBETA,Phenotype,SNP
18004,18005,ORorBETA,Phenotype,SNP
15980,18011,ORorBETA,Phenotype,SNP
16316,18020,ORorBETA,Phenotype,SNP
16436,18021,ORorBETA,Phenotype,SNP
16109,18025,ORorBETA,Phenotype,SNP
18037,18038,ORorBETA,Phenotype,SNP
18041,18042,ORorBETA,Phenotype,SNP
16421,18052,ORorBETA,Phenotype,SNP
18058,18059,ORorBETA,Phenotype,SNP
68,18084,ORorBETA,Phenotype,SNP
15980,18094,ORorBETA,Phenotype,SNP
17723,18096,ORorBETA,Phenotype,SNP
17501,18097,ORorBETA,Phenotype,SNP
18109,18110,ORorBETA,Phenotype,SNP
16062,18118,ORorBETA,Phenotype,SNP
18119,18120,ORorBETA,Phenotype,SNP
18130,18131,ORorBETA,Phenotype,SNP
18143,18144,ORorBETA,Phenotype,SNP
18149,18150,ORorBETA,Phenotype,SNP
16109,18151,ORorBETA,Phenotype,SNP
68,18172,ORorBETA,Phenotype,SNP
16598,18173,ORorBETA,Phenotype,SNP
16114,18176,ORorBETA,Phenotype,SNP
18186,18187,ORorBETA,Phenotype,SNP
18211,18212,ORorBETA,Phenotype,SNP
16057,18219,ORorBETA,Phenotype,SNP
18238,18239,ORorBETA,Phenotype,SNP
17852,18242,ORorBETA,Phenotype,SNP
18260,18261,ORorBETA,Phenotype,SNP
18262,18263,ORorBETA,Phenotype,SNP
16598,18279,ORorBETA,Phenotype,SNP
16190,18288,ORorBETA,Phenotype,SNP
18297,18298,ORorBETA,Phenotype,SNP
17987,18313,ORorBETA,Phenotype,SNP
18317,18318,ORorBETA,Phenotype,SNP
16109,18323,ORorBETA,Phenotype,SNP
16234,18324,ORorBETA,Phenotype,SNP
16109,18335,ORorBETA,Phenotype,SNP
18347,18348,ORorBETA,Phenotype,SNP
16505,18357,ORorBETA,Phenotype,SNP
18366,18367,ORorBETA,Phenotype,SNP
16689,18368,ORorBETA,Phenotype,SNP
16027,18376,ORorBETA,Phenotype,SNP
16109,18378,ORorBETA,Phenotype,SNP
16057,18385,ORorBETA,Phenotype,SNP
18394,18395,ORorBETA,Phenotype,SNP
18399,18400,ORorBETA,Phenotype,SNP
17083,18410,ORorBETA,Phenotype,SNP
18449,18405,ORorBETA,Phenotype,SNP
18453,18454,ORorBETA,Phenotype,SNP
16109,18456,ORorBETA,Phenotype,SNP
18459,18460,ORorBETA,Phenotype,SNP
18463,18464,ORorBETA,Phenotype,SNP
15980,18466,ORorBETA,Phenotype,SNP
18472,18473,ORorBETA,Phenotype,SNP
18478,18479,ORorBETA,Phenotype,SNP
18486,18487,ORorBETA,Phenotype,SNP
15999,18446,ORorBETA,Phenotype,SNP
16287,18514,ORorBETA,Phenotype,SNP
18453,18516,ORorBETA,Phenotype,SNP
18518,18519,ORorBETA,Phenotype,SNP
18522,18523,ORorBETA,Phenotype,SNP
16109,18524,ORorBETA,Phenotype,SNP
18532,18533,ORorBETA,Phenotype,SNP
16549,18538,ORorBETA,Phenotype,SNP
18543,18544,ORorBETA,Phenotype,SNP
16027,18560,ORorBETA,Phenotype,SNP
17115,18582,ORorBETA,Phenotype,SNP
16016,18589,ORorBETA,Phenotype,SNP
16027,18623,ORorBETA,Phenotype,SNP
16027,18626,ORorBETA,Phenotype,SNP
17653,18631,ORorBETA,Phenotype,SNP
16027,18632,ORorBETA,Phenotype,SNP
18654,18655,ORorBETA,Phenotype,SNP
18656,18657,ORorBETA,Phenotype,SNP
16027,18671,ORorBETA,Phenotype,SNP
18673,18674,ORorBETA,Phenotype,SNP
17838,18681,ORorBETA,Phenotype,SNP
16529,18690,ORorBETA,Phenotype,SNP
18695,18696,ORorBETA,Phenotype,SNP
18704,18705,ORorBETA,Phenotype,SNP
17109,18710,ORorBETA,Phenotype,SNP
16059,18711,ORorBETA,Phenotype,SNP
18741,18742,ORorBETA,Phenotype,SNP
18749,18750,ORorBETA,Phenotype,SNP
16109,18764,ORorBETA,Phenotype,SNP
16027,18781,ORorBETA,Phenotype,SNP
17277,18784,ORorBETA,Phenotype,SNP
17653,18787,ORorBETA,Phenotype,SNP
18790,18791,ORorBETA,Phenotype,SNP
16109,18797,ORorBETA,Phenotype,SNP
18004,18798,ORorBETA,Phenotype,SNP
17838,18799,ORorBETA,Phenotype,SNP
17083,18802,ORorBETA,Phenotype,SNP
18805,18806,ORorBETA,Phenotype,SNP
15980,18810,ORorBETA,Phenotype,SNP
16109,18818,ORorBETA,Phenotype,SNP
17111,18831,ORorBETA,Phenotype,SNP
16287,18854,ORorBETA,Phenotype,SNP
18855,18856,ORorBETA,Phenotype,SNP
16109,18860,ORorBETA,Phenotype,SNP
16316,18866,ORorBETA,Phenotype,SNP
18871,18872,ORorBETA,Phenotype,SNP
16109,18879,ORorBETA,Phenotype,SNP
16123,18889,ORorBETA,Phenotype,SNP
18897,18898,ORorBETA,Phenotype,SNP
18037,18909,ORorBETA,Phenotype,SNP
16529,18910,ORorBETA,Phenotype,SNP
16109,18920,ORorBETA,Phenotype,SNP
16436,18923,ORorBETA,Phenotype,SNP
18927,18928,ORorBETA,Phenotype,SNP
16271,18941,ORorBETA,Phenotype,SNP
16027,18944,ORorBETA,Phenotype,SNP
16125,18954,ORorBETA,Phenotype,SNP
18149,18962,ORorBETA,Phenotype,SNP
18969,18970,ORorBETA,Phenotype,SNP
16234,18993,ORorBETA,Phenotype,SNP
19011,19012,ORorBETA,Phenotype,SNP
15980,19013,ORorBETA,Phenotype,SNP
16057,19014,ORorBETA,Phenotype,SNP
16241,19023,ORorBETA,Phenotype,SNP
17992,19028,ORorBETA,Phenotype,SNP
19029,19030,ORorBETA,Phenotype,SNP
16194,19044,ORorBETA,Phenotype,SNP
16716,19056,ORorBETA,Phenotype,SNP
16740,19057,ORorBETA,Phenotype,SNP
16814,19065,ORorBETA,Phenotype,SNP
19069,19070,ORorBETA,Phenotype,SNP
16084,19071,ORorBETA,Phenotype,SNP
17301,19072,ORorBETA,Phenotype,SNP
19075,19076,ORorBETA,Phenotype,SNP
16027,19088,ORorBETA,Phenotype,SNP
16109,19114,ORorBETA,Phenotype,SNP
16324,19130,ORorBETA,Phenotype,SNP
16057,19131,ORorBETA,Phenotype,SNP
19137,19138,ORorBETA,Phenotype,SNP
16109,19141,ORorBETA,Phenotype,SNP
18149,19144,ORorBETA,Phenotype,SNP
16123,19151,ORorBETA,Phenotype,SNP
16027,19159,ORorBETA,Phenotype,SNP
16287,19162,ORorBETA,Phenotype,SNP
19167,19168,ORorBETA,Phenotype,SNP
17852,19170,ORorBETA,Phenotype,SNP
19178,19179,ORorBETA,Phenotype,SNP
18074,19180,ORorBETA,Phenotype,SNP
16088,19181,ORorBETA,Phenotype,SNP
16516,19187,ORorBETA,Phenotype,SNP
16287,19188,ORorBETA,Phenotype,SNP
19194,19195,ORorBETA,Phenotype,SNP
18004,19196,ORorBETA,Phenotype,SNP
16109,19208,ORorBETA,Phenotype,SNP
19211,19212,ORorBETA,Phenotype,SNP
15980,19213,ORorBETA,Phenotype,SNP
16287,19217,ORorBETA,Phenotype,SNP
68,19220,ORorBETA,Phenotype,SNP
16057,19227,ORorBETA,Phenotype,SNP
19243,19244,ORorBETA,Phenotype,SNP
19249,19250,ORorBETA,Phenotype,SNP
16814,19265,ORorBETA,Phenotype,SNP
16241,19268,ORorBETA,Phenotype,SNP
17095,19274,ORorBETA,Phenotype,SNP
19281,19282,ORorBETA,Phenotype,SNP
16088,19283,ORorBETA,Phenotype,SNP
16814,19288,ORorBETA,Phenotype,SNP
17083,19297,ORorBETA,Phenotype,SNP
19298,19299,ORorBETA,Phenotype,SNP
17109,19305,ORorBETA,Phenotype,SNP
16598,19308,ORorBETA,Phenotype,SNP
16057,19310,ORorBETA,Phenotype,SNP
17789,19324,ORorBETA,Phenotype,SNP
19326,19327,ORorBETA,Phenotype,SNP
200,19330,ORorBETA,Phenotype,SNP
16057,19346,ORorBETA,Phenotype,SNP
16109,19349,ORorBETA,Phenotype,SNP
16114,19355,ORorBETA,Phenotype,SNP
19369,19370,ORorBETA,Phenotype,SNP
16287,19379,ORorBETA,Phenotype,SNP
16027,19390,ORorBETA,Phenotype,SNP
16109,19391,ORorBETA,Phenotype,SNP
16357,19396,ORorBETA,Phenotype,SNP
19397,19398,ORorBETA,Phenotype,SNP
19425,19426,ORorBETA,Phenotype,SNP
19436,19437,ORorBETA,Phenotype,SNP
16241,19445,ORorBETA,Phenotype,SNP
16057,19447,ORorBETA,Phenotype,SNP
19454,19455,ORorBETA,Phenotype,SNP
16057,19470,ORorBETA,Phenotype,SNP
19474,19455,ORorBETA,Phenotype,SNP
17305,19477,ORorBETA,Phenotype,SNP
200,19478,ORorBETA,Phenotype,SNP
19486,19487,ORorBETA,Phenotype,SNP
16357,19497,ORorBETA,Phenotype,SNP
19510,17290,ORorBETA,Phenotype,SNP
16878,19512,ORorBETA,Phenotype,SNP
16878,17254,ORorBETA,Phenotype,SNP
16340,19525,ORorBETA,Phenotype,SNP
16357,19531,ORorBETA,Phenotype,SNP
16316,19542,ORorBETA,Phenotype,SNP
15980,19545,ORorBETA,Phenotype,SNP
17332,19546,ORorBETA,Phenotype,SNP
16190,19557,ORorBETA,Phenotype,SNP
19570,19571,ORorBETA,Phenotype,SNP
19576,19577,ORorBETA,Phenotype,SNP
16109,19587,ORorBETA,Phenotype,SNP
17115,19588,ORorBETA,Phenotype,SNP
16109,19591,ORorBETA,Phenotype,SNP
16436,19592,ORorBETA,Phenotype,SNP
16636,19603,ORorBETA,Phenotype,SNP
16103,19608,ORorBETA,Phenotype,SNP
19618,19455,ORorBETA,Phenotype,SNP
19178,19619,ORorBETA,Phenotype,SNP
16560,19628,ORorBETA,Phenotype,SNP
19633,19634,ORorBETA,Phenotype,SNP
19637,19638,ORorBETA,Phenotype,SNP
19641,19642,ORorBETA,Phenotype,SNP
19666,19667,ORorBETA,Phenotype,SNP
16359,19677,ORorBETA,Phenotype,SNP
16689,19686,ORorBETA,Phenotype,SNP
16109,19687,ORorBETA,Phenotype,SNP
17653,19693,ORorBETA,Phenotype,SNP
68,19719,ORorBETA,Phenotype,SNP
16287,19722,ORorBETA,Phenotype,SNP
17330,19728,ORorBETA,Phenotype,SNP
19746,19747,ORorBETA,Phenotype,SNP
19768,19769,ORorBETA,Phenotype,SNP
16103,19777,ORorBETA,Phenotype,SNP
17852,19780,ORorBETA,Phenotype,SNP
16421,19781,ORorBETA,Phenotype,SNP
19788,19789,ORorBETA,Phenotype,SNP
16057,19790,ORorBETA,Phenotype,SNP
17115,19800,ORorBETA,Phenotype,SNP
18037,19832,ORorBETA,Phenotype,SNP
19836,19837,ORorBETA,Phenotype,SNP
68,19865,ORorBETA,Phenotype,SNP
16027,19893,ORorBETA,Phenotype,SNP
17115,19899,ORorBETA,Phenotype,SNP
17852,19910,ORorBETA,Phenotype,SNP
19576,19832,ORorBETA,Phenotype,SNP
16513,19928,ORorBETA,Phenotype,SNP
19930,19931,ORorBETA,Phenotype,SNP
18486,19932,ORorBETA,Phenotype,SNP
19943,19944,ORorBETA,Phenotype,SNP
16516,19955,ORorBETA,Phenotype,SNP
16878,19958,ORorBETA,Phenotype,SNP
16107,19959,ORorBETA,Phenotype,SNP
17277,19964,ORorBETA,Phenotype,SNP
19965,19966,ORorBETA,Phenotype,SNP
16357,19967,ORorBETA,Phenotype,SNP
16036,19969,ORorBETA,Phenotype,SNP
18486,19982,ORorBETA,Phenotype,SNP
16016,19996,ORorBETA,Phenotype,SNP
16107,20000,ORorBETA,Phenotype,SNP
16404,20008,ORorBETA,Phenotype,SNP
16134,20012,ORorBETA,Phenotype,SNP
17115,20019,ORorBETA,Phenotype,SNP
19086,20020,ORorBETA,Phenotype,SNP
20025,20026,ORorBETA,Phenotype,SNP
20033,20034,ORorBETA,Phenotype,SNP
16814,20046,ORorBETA,Phenotype,SNP
16012,20061,ORorBETA,Phenotype,SNP
16652,18064,ORorBETA,Phenotype,SNP
20068,20069,ORorBETA,Phenotype,SNP
17115,20076,ORorBETA,Phenotype,SNP
16357,20082,ORorBETA,Phenotype,SNP
20106,20107,ORorBETA,Phenotype,SNP
20130,20063,ORorBETA,Phenotype,SNP
16981,20131,ORorBETA,Phenotype,SNP
18453,20137,ORorBETA,Phenotype,SNP
20173,20174,ORorBETA,Phenotype,SNP
18486,20178,ORorBETA,Phenotype,SNP
16027,20184,ORorBETA,Phenotype,SNP
17033,20189,ORorBETA,Phenotype,SNP
16027,20197,ORorBETA,Phenotype,SNP
68,20199,ORorBETA,Phenotype,SNP
20206,20207,ORorBETA,Phenotype,SNP
16318,20210,ORorBETA,Phenotype,SNP
16057,20211,ORorBETA,Phenotype,SNP
16652,20217,ORorBETA,Phenotype,SNP
20227,18154,ORorBETA,Phenotype,SNP
20236,18148,ORorBETA,Phenotype,SNP
20237,20238,ORorBETA,Phenotype,SNP
20267,18148,ORorBETA,Phenotype,SNP
16234,20291,ORorBETA,Phenotype,SNP
16109,20300,ORorBETA,Phenotype,SNP
16123,20304,ORorBETA,Phenotype,SNP
20206,20312,ORorBETA,Phenotype,SNP
20316,20317,ORorBETA,Phenotype,SNP
17156,20329,ORorBETA,Phenotype,SNP
17115,20339,ORorBETA,Phenotype,SNP
20364,20365,ORorBETA,Phenotype,SNP
20373,20374,ORorBETA,Phenotype,SNP
17115,20386,ORorBETA,Phenotype,SNP
17992,20387,ORorBETA,Phenotype,SNP
20404,20405,ORorBETA,Phenotype,SNP
20406,20407,ORorBETA,Phenotype,SNP
20408,20409,ORorBETA,Phenotype,SNP
17095,20413,ORorBETA,Phenotype,SNP
16016,20422,ORorBETA,Phenotype,SNP
16127,20423,ORorBETA,Phenotype,SNP
16825,20424,ORorBETA,Phenotype,SNP
16513,20426,ORorBETA,Phenotype,SNP
20408,20429,ORorBETA,Phenotype,SNP
16369,20402,ORorBETA,Phenotype,SNP
16404,20447,ORorBETA,Phenotype,SNP
17789,20457,ORorBETA,Phenotype,SNP
16109,20484,ORorBETA,Phenotype,SNP
17115,20485,ORorBETA,Phenotype,SNP
20498,20499,ORorBETA,Phenotype,SNP
17033,20500,ORorBETA,Phenotype,SNP
16109,20501,ORorBETA,Phenotype,SNP
19874,20524,ORorBETA,Phenotype,SNP
20527,20528,ORorBETA,Phenotype,SNP
16099,20535,ORorBETA,Phenotype,SNP
68,20536,ORorBETA,Phenotype,SNP
16016,20540,ORorBETA,Phenotype,SNP
16109,20568,ORorBETA,Phenotype,SNP
19086,20573,ORorBETA,Phenotype,SNP
16513,20574,ORorBETA,Phenotype,SNP
20579,20580,ORorBETA,Phenotype,SNP
16127,20588,ORorBETA,Phenotype,SNP
16084,20592,ORorBETA,Phenotype,SNP
16057,20596,ORorBETA,Phenotype,SNP
16103,20602,ORorBETA,Phenotype,SNP
16598,20603,ORorBETA,Phenotype,SNP
19069,20605,ORorBETA,Phenotype,SNP
16103,20606,ORorBETA,Phenotype,SNP
19641,20614,ORorBETA,Phenotype,SNP
17083,20615,ORorBETA,Phenotype,SNP
17638,20617,ORorBETA,Phenotype,SNP
19434,20627,ORorBETA,Phenotype,SNP
16357,20629,ORorBETA,Phenotype,SNP
16109,20630,ORorBETA,Phenotype,SNP
15980,20633,ORorBETA,Phenotype,SNP
16598,20656,ORorBETA,Phenotype,SNP
16505,20667,ORorBETA,Phenotype,SNP
16446,20669,ORorBETA,Phenotype,SNP
16513,20592,ORorBETA,Phenotype,SNP
16598,20688,ORorBETA,Phenotype,SNP
16036,20693,ORorBETA,Phenotype,SNP
16838,20701,ORorBETA,Phenotype,SNP
16452,20702,ORorBETA,Phenotype,SNP
15980,20705,ORorBETA,Phenotype,SNP
20709,20710,ORorBETA,Phenotype,SNP
20714,20715,ORorBETA,Phenotype,SNP
16057,20724,ORorBETA,Phenotype,SNP
16598,20735,ORorBETA,Phenotype,SNP
16287,20736,ORorBETA,Phenotype,SNP
20738,20739,ORorBETA,Phenotype,SNP
20741,20742,ORorBETA,Phenotype,SNP
20744,20745,ORorBETA,Phenotype,SNP
20751,20752,ORorBETA,Phenotype,SNP
20755,20756,ORorBETA,Phenotype,SNP
16436,20760,ORorBETA,Phenotype,SNP
17033,20787,ORorBETA,Phenotype,SNP
20788,20766,ORorBETA,Phenotype,SNP
20798,20799,ORorBETA,Phenotype,SNP
20801,20802,ORorBETA,Phenotype,SNP
17058,20817,ORorBETA,Phenotype,SNP
16814,20821,ORorBETA,Phenotype,SNP
17822,16528,ORorBETA,Phenotype,SNP
15993,20828,ORorBETA,Phenotype,SNP
20836,20837,ORorBETA,Phenotype,SNP
16057,20860,ORorBETA,Phenotype,SNP
17992,20866,ORorBETA,Phenotype,SNP
