FromID,ToID,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
66,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2470,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2470,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2029,2487,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2029,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2470,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2295,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2295,2427,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1681,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
964,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
964,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2470,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
182,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1229,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
49,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2041,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
665,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
271,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
674,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1811,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1832,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
61,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2013,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2013,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2470,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2009,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
566,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
566,2427,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
39,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2440,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2498,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
41,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2071,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2472,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2473,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
712,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
455,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2465,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2466,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2467,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2470,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2469,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2474,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1161,2475,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1666,2471,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1666,2428,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2468,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2445,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2446,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2443,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2442,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1221,2444,GO_CC,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
