FromID,ToID,Relation_type,FromType,ToType
16287,16526,ORorBETA,Phenotype,SNP
16372,16534,ORorBETA,Phenotype,SNP
16560,16561,ORorBETA,Phenotype,SNP
16109,16566,ORorBETA,Phenotype,SNP
16109,16576,ORorBETA,Phenotype,SNP
16436,16586,ORorBETA,Phenotype,SNP
16036,16588,ORorBETA,Phenotype,SNP
16513,16607,ORorBETA,Phenotype,SNP
16027,16622,ORorBETA,Phenotype,SNP
16623,16624,ORorBETA,Phenotype,SNP
16109,16625,ORorBETA,Phenotype,SNP
16107,16639,ORorBETA,Phenotype,SNP
16643,16644,ORorBETA,Phenotype,SNP
16652,16653,ORorBETA,Phenotype,SNP
16109,16654,ORorBETA,Phenotype,SNP
16655,16656,ORorBETA,Phenotype,SNP
16664,16665,ORorBETA,Phenotype,SNP
16685,16686,ORorBETA,Phenotype,SNP
16716,16717,ORorBETA,Phenotype,SNP
16404,16719,ORorBETA,Phenotype,SNP
16357,16720,ORorBETA,Phenotype,SNP
16723,16724,ORorBETA,Phenotype,SNP
16727,16728,ORorBETA,Phenotype,SNP
16731,16732,ORorBETA,Phenotype,SNP
16103,16736,ORorBETA,Phenotype,SNP
16740,16741,ORorBETA,Phenotype,SNP
16744,16745,ORorBETA,Phenotype,SNP
16598,16752,ORorBETA,Phenotype,SNP
16753,16754,ORorBETA,Phenotype,SNP
16761,16762,ORorBETA,Phenotype,SNP
16773,16774,ORorBETA,Phenotype,SNP
16057,16775,ORorBETA,Phenotype,SNP
16780,16781,ORorBETA,Phenotype,SNP
16109,16797,ORorBETA,Phenotype,SNP
16802,16803,ORorBETA,Phenotype,SNP
15980,16810,ORorBETA,Phenotype,SNP
16814,16815,ORorBETA,Phenotype,SNP
16825,16826,ORorBETA,Phenotype,SNP
16012,16827,ORorBETA,Phenotype,SNP
16838,16839,ORorBETA,Phenotype,SNP
16846,16847,ORorBETA,Phenotype,SNP
16878,16879,ORorBETA,Phenotype,SNP
16123,16908,ORorBETA,Phenotype,SNP
68,16917,ORorBETA,Phenotype,SNP
16921,16922,ORorBETA,Phenotype,SNP
16151,16932,ORorBETA,Phenotype,SNP
16103,16933,ORorBETA,Phenotype,SNP
16938,16939,ORorBETA,Phenotype,SNP
16109,16940,ORorBETA,Phenotype,SNP
16194,16964,ORorBETA,Phenotype,SNP
16546,16965,ORorBETA,Phenotype,SNP
16109,16980,ORorBETA,Phenotype,SNP
16981,16982,ORorBETA,Phenotype,SNP
16987,16988,ORorBETA,Phenotype,SNP
16109,16995,ORorBETA,Phenotype,SNP
17006,17007,ORorBETA,Phenotype,SNP
16084,17013,ORorBETA,Phenotype,SNP
16012,17016,ORorBETA,Phenotype,SNP
16027,17022,ORorBETA,Phenotype,SNP
17033,17034,ORorBETA,Phenotype,SNP
16109,17036,ORorBETA,Phenotype,SNP
17043,17044,ORorBETA,Phenotype,SNP
16357,17068,ORorBETA,Phenotype,SNP
17073,17074,ORorBETA,Phenotype,SNP
17083,17084,ORorBETA,Phenotype,SNP
16109,17098,ORorBETA,Phenotype,SNP
17109,17110,ORorBETA,Phenotype,SNP
17111,17012,ORorBETA,Phenotype,SNP
17115,17116,ORorBETA,Phenotype,SNP
16324,17117,ORorBETA,Phenotype,SNP
17118,17119,ORorBETA,Phenotype,SNP
68,17123,ORorBETA,Phenotype,SNP
16109,17148,ORorBETA,Phenotype,SNP
17156,17157,ORorBETA,Phenotype,SNP
17166,17167,ORorBETA,Phenotype,SNP
16036,17207,ORorBETA,Phenotype,SNP
17222,17223,ORorBETA,Phenotype,SNP
16516,17224,ORorBETA,Phenotype,SNP
16643,17226,ORorBETA,Phenotype,SNP
17227,17228,ORorBETA,Phenotype,SNP
17241,17242,ORorBETA,Phenotype,SNP
17255,17256,ORorBETA,Phenotype,SNP
16814,17262,ORorBETA,Phenotype,SNP
17115,17267,ORorBETA,Phenotype,SNP
16529,17274,ORorBETA,Phenotype,SNP
17277,17278,ORorBETA,Phenotype,SNP
17277,17279,ORorBETA,Phenotype,SNP
17115,17285,ORorBETA,Phenotype,SNP
16109,17294,ORorBETA,Phenotype,SNP
16109,17299,ORorBETA,Phenotype,SNP
16027,17300,ORorBETA,Phenotype,SNP
17301,17302,ORorBETA,Phenotype,SNP
17305,17306,ORorBETA,Phenotype,SNP
17305,17323,ORorBETA,Phenotype,SNP
17324,17325,ORorBETA,Phenotype,SNP
17326,17327,ORorBETA,Phenotype,SNP
17330,17331,ORorBETA,Phenotype,SNP
17334,17335,ORorBETA,Phenotype,SNP
17339,17340,ORorBETA,Phenotype,SNP
17305,17343,ORorBETA,Phenotype,SNP
16084,17344,ORorBETA,Phenotype,SNP
16393,17352,ORorBETA,Phenotype,SNP
16057,17354,ORorBETA,Phenotype,SNP
15993,17366,ORorBETA,Phenotype,SNP
17373,17374,ORorBETA,Phenotype,SNP
17377,17378,ORorBETA,Phenotype,SNP
17386,17387,ORorBETA,Phenotype,SNP
17388,17389,ORorBETA,Phenotype,SNP
16716,17393,ORorBETA,Phenotype,SNP
17408,17409,ORorBETA,Phenotype,SNP
17414,17415,ORorBETA,Phenotype,SNP
17419,17420,ORorBETA,Phenotype,SNP
17422,17423,ORorBETA,Phenotype,SNP
17425,17426,ORorBETA,Phenotype,SNP
17277,17427,ORorBETA,Phenotype,SNP
16123,17430,ORorBETA,Phenotype,SNP
16109,17451,ORorBETA,Phenotype,SNP
16210,17453,ORorBETA,Phenotype,SNP
17454,17280,ORorBETA,Phenotype,SNP
17455,17456,ORorBETA,Phenotype,SNP
16027,17473,ORorBETA,Phenotype,SNP
17492,17493,ORorBETA,Phenotype,SNP
16057,17496,ORorBETA,Phenotype,SNP
17349,17499,ORorBETA,Phenotype,SNP
17501,17502,ORorBETA,Phenotype,SNP
17506,17507,ORorBETA,Phenotype,SNP
16027,17508,ORorBETA,Phenotype,SNP
17489,17509,ORorBETA,Phenotype,SNP
17535,17536,ORorBETA,Phenotype,SNP
16271,17540,ORorBETA,Phenotype,SNP
16109,17555,ORorBETA,Phenotype,SNP
17560,17561,ORorBETA,Phenotype,SNP
17563,17564,ORorBETA,Phenotype,SNP
16981,17588,ORorBETA,Phenotype,SNP
15999,17589,ORorBETA,Phenotype,SNP
17593,17594,ORorBETA,Phenotype,SNP
16404,17595,ORorBETA,Phenotype,SNP
17602,17603,ORorBETA,Phenotype,SNP
17606,17607,ORorBETA,Phenotype,SNP
17377,17609,ORorBETA,Phenotype,SNP
16109,17612,ORorBETA,Phenotype,SNP
17622,17623,ORorBETA,Phenotype,SNP
17638,17639,ORorBETA,Phenotype,SNP
16716,17644,ORorBETA,Phenotype,SNP
17653,17654,ORorBETA,Phenotype,SNP
17506,17665,ORorBETA,Phenotype,SNP
17668,17669,ORorBETA,Phenotype,SNP
15980,17678,ORorBETA,Phenotype,SNP
16109,17685,ORorBETA,Phenotype,SNP
16103,17690,ORorBETA,Phenotype,SNP
17708,17709,ORorBETA,Phenotype,SNP
16027,17713,ORorBETA,Phenotype,SNP
17723,17724,ORorBETA,Phenotype,SNP
17727,17728,ORorBETA,Phenotype,SNP
17330,17736,ORorBETA,Phenotype,SNP
16109,17751,ORorBETA,Phenotype,SNP
17058,17693,ORorBETA,Phenotype,SNP
17759,17760,ORorBETA,Phenotype,SNP
17762,17763,ORorBETA,Phenotype,SNP
68,17767,ORorBETA,Phenotype,SNP
16027,17775,ORorBETA,Phenotype,SNP
17118,17785,ORorBETA,Phenotype,SNP
16109,17788,ORorBETA,Phenotype,SNP
16027,17798,ORorBETA,Phenotype,SNP
16814,17800,ORorBETA,Phenotype,SNP
17804,17805,ORorBETA,Phenotype,SNP
16027,17826,ORorBETA,Phenotype,SNP
16516,17830,ORorBETA,Phenotype,SNP
17277,17831,ORorBETA,Phenotype,SNP
17804,17833,ORorBETA,Phenotype,SNP
16027,17834,ORorBETA,Phenotype,SNP
17326,17837,ORorBETA,Phenotype,SNP
17838,17839,ORorBETA,Phenotype,SNP
17852,17853,ORorBETA,Phenotype,SNP
16057,17856,ORorBETA,Phenotype,SNP
17857,17858,ORorBETA,Phenotype,SNP
16123,17862,ORorBETA,Phenotype,SNP
16027,17870,ORorBETA,Phenotype,SNP
16359,17877,ORorBETA,Phenotype,SNP
16027,17883,ORorBETA,Phenotype,SNP
17897,17898,ORorBETA,Phenotype,SNP
16027,17901,ORorBETA,Phenotype,SNP
17109,17908,ORorBETA,Phenotype,SNP
16016,17913,ORorBETA,Phenotype,SNP
15980,17921,ORorBETA,Phenotype,SNP
17931,17932,ORorBETA,Phenotype,SNP
16109,17936,ORorBETA,Phenotype,SNP
17944,17945,ORorBETA,Phenotype,SNP
16190,17949,ORorBETA,Phenotype,SNP
17115,17969,ORorBETA,Phenotype,SNP
16560,17972,ORorBETA,Phenotype,SNP
17653,17978,ORorBETA,Phenotype,SNP
17979,17980,ORorBETA,Phenotype,SNP
17992,17993,ORorBETA,Phenotype,SNP
17996,17997,ORorBETA,Phenotype,SNP
68,17998,ORorBETA,Phenotype,SNP
17115,17999,ORorBETA,Phenotype,SNP
16716,18000,ORorBETA,Phenotype,SNP
18001,18002,ORorBETA,Phenotype,SNP
18004,18005,ORorBETA,Phenotype,SNP
15980,18011,ORorBETA,Phenotype,SNP
16316,18020,ORorBETA,Phenotype,SNP
16436,18021,ORorBETA,Phenotype,SNP
16109,18025,ORorBETA,Phenotype,SNP
18037,18038,ORorBETA,Phenotype,SNP
18041,18042,ORorBETA,Phenotype,SNP
16421,18052,ORorBETA,Phenotype,SNP
18058,18059,ORorBETA,Phenotype,SNP
68,18084,ORorBETA,Phenotype,SNP
15980,18094,ORorBETA,Phenotype,SNP
17723,18096,ORorBETA,Phenotype,SNP
17501,18097,ORorBETA,Phenotype,SNP
18109,18110,ORorBETA,Phenotype,SNP
16062,18118,ORorBETA,Phenotype,SNP
18119,18120,ORorBETA,Phenotype,SNP
18130,18131,ORorBETA,Phenotype,SNP
18143,18144,ORorBETA,Phenotype,SNP
18149,18150,ORorBETA,Phenotype,SNP
16109,18151,ORorBETA,Phenotype,SNP
68,18172,ORorBETA,Phenotype,SNP
16598,18173,ORorBETA,Phenotype,SNP
16114,18176,ORorBETA,Phenotype,SNP
18186,18187,ORorBETA,Phenotype,SNP
18211,18212,ORorBETA,Phenotype,SNP
16057,18219,ORorBETA,Phenotype,SNP
18238,18239,ORorBETA,Phenotype,SNP
17852,18242,ORorBETA,Phenotype,SNP
18260,18261,ORorBETA,Phenotype,SNP
18262,18263,ORorBETA,Phenotype,SNP
16598,18279,ORorBETA,Phenotype,SNP
16190,18288,ORorBETA,Phenotype,SNP
18297,18298,ORorBETA,Phenotype,SNP
17987,18313,ORorBETA,Phenotype,SNP
18317,18318,ORorBETA,Phenotype,SNP
16109,18323,ORorBETA,Phenotype,SNP
16234,18324,ORorBETA,Phenotype,SNP
16109,18335,ORorBETA,Phenotype,SNP
18347,18348,ORorBETA,Phenotype,SNP
16505,18357,ORorBETA,Phenotype,SNP
18366,18367,ORorBETA,Phenotype,SNP
16689,18368,ORorBETA,Phenotype,SNP
16027,18376,ORorBETA,Phenotype,SNP
16109,18378,ORorBETA,Phenotype,SNP
16057,18385,ORorBETA,Phenotype,SNP
18394,18395,ORorBETA,Phenotype,SNP
18399,18400,ORorBETA,Phenotype,SNP
17083,18410,ORorBETA,Phenotype,SNP
18449,18405,ORorBETA,Phenotype,SNP
18453,18454,ORorBETA,Phenotype,SNP
16109,18456,ORorBETA,Phenotype,SNP
18459,18460,ORorBETA,Phenotype,SNP
18463,18464,ORorBETA,Phenotype,SNP
15980,18466,ORorBETA,Phenotype,SNP
18472,18473,ORorBETA,Phenotype,SNP
18478,18479,ORorBETA,Phenotype,SNP
18486,18487,ORorBETA,Phenotype,SNP
15999,18446,ORorBETA,Phenotype,SNP
16287,18514,ORorBETA,Phenotype,SNP
18453,18516,ORorBETA,Phenotype,SNP
18518,18519,ORorBETA,Phenotype,SNP
18522,18523,ORorBETA,Phenotype,SNP
16109,18524,ORorBETA,Phenotype,SNP
18532,18533,ORorBETA,Phenotype,SNP
16549,18538,ORorBETA,Phenotype,SNP
18543,18544,ORorBETA,Phenotype,SNP
16027,18560,ORorBETA,Phenotype,SNP
17115,18582,ORorBETA,Phenotype,SNP
16016,18589,ORorBETA,Phenotype,SNP
16027,18623,ORorBETA,Phenotype,SNP
16027,18626,ORorBETA,Phenotype,SNP
17653,18631,ORorBETA,Phenotype,SNP
16027,18632,ORorBETA,Phenotype,SNP
18654,18655,ORorBETA,Phenotype,SNP
18656,18657,ORorBETA,Phenotype,SNP
16027,18671,ORorBETA,Phenotype,SNP
18673,18674,ORorBETA,Phenotype,SNP
17838,18681,ORorBETA,Phenotype,SNP
16529,18690,ORorBETA,Phenotype,SNP
18695,18696,ORorBETA,Phenotype,SNP
17109,18708,ORorBETA,Phenotype,SNP
16059,18709,ORorBETA,Phenotype,SNP
18739,18740,ORorBETA,Phenotype,SNP
18747,18748,ORorBETA,Phenotype,SNP
16109,18762,ORorBETA,Phenotype,SNP
16027,18779,ORorBETA,Phenotype,SNP
17277,18782,ORorBETA,Phenotype,SNP
17653,18785,ORorBETA,Phenotype,SNP
18788,18789,ORorBETA,Phenotype,SNP
16109,18795,ORorBETA,Phenotype,SNP
18004,18796,ORorBETA,Phenotype,SNP
17838,18797,ORorBETA,Phenotype,SNP
17083,18800,ORorBETA,Phenotype,SNP
18803,18804,ORorBETA,Phenotype,SNP
15980,18808,ORorBETA,Phenotype,SNP
16109,18816,ORorBETA,Phenotype,SNP
17111,18829,ORorBETA,Phenotype,SNP
16287,18852,ORorBETA,Phenotype,SNP
18853,18854,ORorBETA,Phenotype,SNP
16109,18858,ORorBETA,Phenotype,SNP
16316,18864,ORorBETA,Phenotype,SNP
18869,18870,ORorBETA,Phenotype,SNP
16109,18877,ORorBETA,Phenotype,SNP
16123,18887,ORorBETA,Phenotype,SNP
18895,18896,ORorBETA,Phenotype,SNP
18037,18907,ORorBETA,Phenotype,SNP
16529,18908,ORorBETA,Phenotype,SNP
16109,18918,ORorBETA,Phenotype,SNP
16436,18921,ORorBETA,Phenotype,SNP
18925,18926,ORorBETA,Phenotype,SNP
16271,18939,ORorBETA,Phenotype,SNP
16027,18942,ORorBETA,Phenotype,SNP
16125,18952,ORorBETA,Phenotype,SNP
18149,18960,ORorBETA,Phenotype,SNP
18967,18968,ORorBETA,Phenotype,SNP
16234,18991,ORorBETA,Phenotype,SNP
19009,19010,ORorBETA,Phenotype,SNP
15980,19011,ORorBETA,Phenotype,SNP
16057,19012,ORorBETA,Phenotype,SNP
16241,19021,ORorBETA,Phenotype,SNP
17992,19026,ORorBETA,Phenotype,SNP
19027,19028,ORorBETA,Phenotype,SNP
16194,19042,ORorBETA,Phenotype,SNP
16716,19054,ORorBETA,Phenotype,SNP
16740,19055,ORorBETA,Phenotype,SNP
16814,19063,ORorBETA,Phenotype,SNP
19067,19068,ORorBETA,Phenotype,SNP
16084,19069,ORorBETA,Phenotype,SNP
17301,19070,ORorBETA,Phenotype,SNP
19073,19074,ORorBETA,Phenotype,SNP
16027,19086,ORorBETA,Phenotype,SNP
16109,19112,ORorBETA,Phenotype,SNP
16324,19128,ORorBETA,Phenotype,SNP
16057,19129,ORorBETA,Phenotype,SNP
19135,19136,ORorBETA,Phenotype,SNP
16109,19139,ORorBETA,Phenotype,SNP
18149,19142,ORorBETA,Phenotype,SNP
16123,19149,ORorBETA,Phenotype,SNP
16027,19157,ORorBETA,Phenotype,SNP
16287,19160,ORorBETA,Phenotype,SNP
19165,19166,ORorBETA,Phenotype,SNP
17852,19168,ORorBETA,Phenotype,SNP
19176,19177,ORorBETA,Phenotype,SNP
18074,19178,ORorBETA,Phenotype,SNP
16088,19179,ORorBETA,Phenotype,SNP
16516,19185,ORorBETA,Phenotype,SNP
16287,19186,ORorBETA,Phenotype,SNP
19192,19193,ORorBETA,Phenotype,SNP
18004,19194,ORorBETA,Phenotype,SNP
16109,19206,ORorBETA,Phenotype,SNP
19209,19210,ORorBETA,Phenotype,SNP
15980,19211,ORorBETA,Phenotype,SNP
16287,19215,ORorBETA,Phenotype,SNP
68,19218,ORorBETA,Phenotype,SNP
16057,19225,ORorBETA,Phenotype,SNP
19241,19242,ORorBETA,Phenotype,SNP
19247,19248,ORorBETA,Phenotype,SNP
16814,19263,ORorBETA,Phenotype,SNP
16241,19266,ORorBETA,Phenotype,SNP
17095,19272,ORorBETA,Phenotype,SNP
19279,19280,ORorBETA,Phenotype,SNP
16088,19281,ORorBETA,Phenotype,SNP
16814,19286,ORorBETA,Phenotype,SNP
17083,19295,ORorBETA,Phenotype,SNP
19296,19297,ORorBETA,Phenotype,SNP
17109,19303,ORorBETA,Phenotype,SNP
16598,19306,ORorBETA,Phenotype,SNP
16057,19308,ORorBETA,Phenotype,SNP
17789,19322,ORorBETA,Phenotype,SNP
19324,19325,ORorBETA,Phenotype,SNP
200,19328,ORorBETA,Phenotype,SNP
16057,19344,ORorBETA,Phenotype,SNP
16109,19347,ORorBETA,Phenotype,SNP
16114,19353,ORorBETA,Phenotype,SNP
19367,19368,ORorBETA,Phenotype,SNP
16287,19377,ORorBETA,Phenotype,SNP
16027,19388,ORorBETA,Phenotype,SNP
16109,19389,ORorBETA,Phenotype,SNP
16357,19394,ORorBETA,Phenotype,SNP
19395,19396,ORorBETA,Phenotype,SNP
19423,19424,ORorBETA,Phenotype,SNP
19434,19435,ORorBETA,Phenotype,SNP
16241,19443,ORorBETA,Phenotype,SNP
16057,19445,ORorBETA,Phenotype,SNP
19452,19453,ORorBETA,Phenotype,SNP
16057,19468,ORorBETA,Phenotype,SNP
19472,19453,ORorBETA,Phenotype,SNP
17305,19475,ORorBETA,Phenotype,SNP
200,19476,ORorBETA,Phenotype,SNP
19484,19485,ORorBETA,Phenotype,SNP
16357,19495,ORorBETA,Phenotype,SNP
19508,17290,ORorBETA,Phenotype,SNP
16878,19510,ORorBETA,Phenotype,SNP
16878,17254,ORorBETA,Phenotype,SNP
16340,19523,ORorBETA,Phenotype,SNP
16357,19529,ORorBETA,Phenotype,SNP
16316,19540,ORorBETA,Phenotype,SNP
15980,19543,ORorBETA,Phenotype,SNP
17332,19544,ORorBETA,Phenotype,SNP
16190,19555,ORorBETA,Phenotype,SNP
19568,19569,ORorBETA,Phenotype,SNP
19574,19575,ORorBETA,Phenotype,SNP
16109,19585,ORorBETA,Phenotype,SNP
17115,19586,ORorBETA,Phenotype,SNP
16109,19589,ORorBETA,Phenotype,SNP
16436,19590,ORorBETA,Phenotype,SNP
16636,19601,ORorBETA,Phenotype,SNP
16103,19606,ORorBETA,Phenotype,SNP
19616,19453,ORorBETA,Phenotype,SNP
19176,19617,ORorBETA,Phenotype,SNP
16560,19626,ORorBETA,Phenotype,SNP
19631,19632,ORorBETA,Phenotype,SNP
19635,19636,ORorBETA,Phenotype,SNP
19639,19640,ORorBETA,Phenotype,SNP
19664,19665,ORorBETA,Phenotype,SNP
16359,19675,ORorBETA,Phenotype,SNP
16689,19684,ORorBETA,Phenotype,SNP
16109,19685,ORorBETA,Phenotype,SNP
17653,19691,ORorBETA,Phenotype,SNP
68,19717,ORorBETA,Phenotype,SNP
16287,19720,ORorBETA,Phenotype,SNP
17330,19726,ORorBETA,Phenotype,SNP
19744,19745,ORorBETA,Phenotype,SNP
19766,19767,ORorBETA,Phenotype,SNP
16103,19775,ORorBETA,Phenotype,SNP
17852,19778,ORorBETA,Phenotype,SNP
16421,19779,ORorBETA,Phenotype,SNP
19786,19787,ORorBETA,Phenotype,SNP
16057,19788,ORorBETA,Phenotype,SNP
17115,19798,ORorBETA,Phenotype,SNP
18037,19830,ORorBETA,Phenotype,SNP
19834,19835,ORorBETA,Phenotype,SNP
68,19863,ORorBETA,Phenotype,SNP
16027,19891,ORorBETA,Phenotype,SNP
17115,19897,ORorBETA,Phenotype,SNP
17852,19908,ORorBETA,Phenotype,SNP
19574,19830,ORorBETA,Phenotype,SNP
16513,19926,ORorBETA,Phenotype,SNP
19928,19929,ORorBETA,Phenotype,SNP
18486,19930,ORorBETA,Phenotype,SNP
19941,19942,ORorBETA,Phenotype,SNP
16516,19953,ORorBETA,Phenotype,SNP
16878,19956,ORorBETA,Phenotype,SNP
16107,19957,ORorBETA,Phenotype,SNP
17277,19962,ORorBETA,Phenotype,SNP
19963,19964,ORorBETA,Phenotype,SNP
16357,19965,ORorBETA,Phenotype,SNP
16036,19967,ORorBETA,Phenotype,SNP
18486,19980,ORorBETA,Phenotype,SNP
16016,19994,ORorBETA,Phenotype,SNP
16107,19998,ORorBETA,Phenotype,SNP
16404,20006,ORorBETA,Phenotype,SNP
16134,20010,ORorBETA,Phenotype,SNP
17115,20017,ORorBETA,Phenotype,SNP
19084,20018,ORorBETA,Phenotype,SNP
20023,20024,ORorBETA,Phenotype,SNP
20031,20032,ORorBETA,Phenotype,SNP
16814,20044,ORorBETA,Phenotype,SNP
16012,20059,ORorBETA,Phenotype,SNP
16652,18064,ORorBETA,Phenotype,SNP
20066,20067,ORorBETA,Phenotype,SNP
17115,20074,ORorBETA,Phenotype,SNP
16357,20080,ORorBETA,Phenotype,SNP
20104,20105,ORorBETA,Phenotype,SNP
20128,20061,ORorBETA,Phenotype,SNP
16981,20129,ORorBETA,Phenotype,SNP
18453,20135,ORorBETA,Phenotype,SNP
20171,20172,ORorBETA,Phenotype,SNP
18486,20176,ORorBETA,Phenotype,SNP
16027,20182,ORorBETA,Phenotype,SNP
17033,20187,ORorBETA,Phenotype,SNP
16027,20195,ORorBETA,Phenotype,SNP
68,20197,ORorBETA,Phenotype,SNP
20204,20205,ORorBETA,Phenotype,SNP
16318,20208,ORorBETA,Phenotype,SNP
16057,20209,ORorBETA,Phenotype,SNP
16652,20215,ORorBETA,Phenotype,SNP
20225,18154,ORorBETA,Phenotype,SNP
20234,18148,ORorBETA,Phenotype,SNP
20235,20236,ORorBETA,Phenotype,SNP
20265,18148,ORorBETA,Phenotype,SNP
16234,20289,ORorBETA,Phenotype,SNP
16109,20298,ORorBETA,Phenotype,SNP
16123,20302,ORorBETA,Phenotype,SNP
20204,20310,ORorBETA,Phenotype,SNP
20314,20315,ORorBETA,Phenotype,SNP
17156,20327,ORorBETA,Phenotype,SNP
17115,20337,ORorBETA,Phenotype,SNP
20362,20363,ORorBETA,Phenotype,SNP
20371,20372,ORorBETA,Phenotype,SNP
17115,20384,ORorBETA,Phenotype,SNP
17992,20385,ORorBETA,Phenotype,SNP
20402,20403,ORorBETA,Phenotype,SNP
20404,20405,ORorBETA,Phenotype,SNP
20406,20407,ORorBETA,Phenotype,SNP
17095,20411,ORorBETA,Phenotype,SNP
16016,20420,ORorBETA,Phenotype,SNP
16127,20421,ORorBETA,Phenotype,SNP
16825,20422,ORorBETA,Phenotype,SNP
16513,20424,ORorBETA,Phenotype,SNP
20406,20427,ORorBETA,Phenotype,SNP
16369,20400,ORorBETA,Phenotype,SNP
16404,20445,ORorBETA,Phenotype,SNP
17789,20455,ORorBETA,Phenotype,SNP
16109,20482,ORorBETA,Phenotype,SNP
17115,20483,ORorBETA,Phenotype,SNP
20496,20497,ORorBETA,Phenotype,SNP
17033,20498,ORorBETA,Phenotype,SNP
16109,20499,ORorBETA,Phenotype,SNP
19872,20522,ORorBETA,Phenotype,SNP
20525,20526,ORorBETA,Phenotype,SNP
16099,20533,ORorBETA,Phenotype,SNP
68,20534,ORorBETA,Phenotype,SNP
16016,20538,ORorBETA,Phenotype,SNP
16109,20566,ORorBETA,Phenotype,SNP
19084,20571,ORorBETA,Phenotype,SNP
16513,20572,ORorBETA,Phenotype,SNP
20577,20578,ORorBETA,Phenotype,SNP
16127,20586,ORorBETA,Phenotype,SNP
16084,20590,ORorBETA,Phenotype,SNP
16057,20594,ORorBETA,Phenotype,SNP
16103,20600,ORorBETA,Phenotype,SNP
16598,20601,ORorBETA,Phenotype,SNP
19067,20603,ORorBETA,Phenotype,SNP
16103,20604,ORorBETA,Phenotype,SNP
19639,20612,ORorBETA,Phenotype,SNP
17083,20613,ORorBETA,Phenotype,SNP
17638,20615,ORorBETA,Phenotype,SNP
19432,20625,ORorBETA,Phenotype,SNP
16357,20627,ORorBETA,Phenotype,SNP
16109,20628,ORorBETA,Phenotype,SNP
15980,20631,ORorBETA,Phenotype,SNP
16598,20654,ORorBETA,Phenotype,SNP
16505,20665,ORorBETA,Phenotype,SNP
16446,20667,ORorBETA,Phenotype,SNP
16513,20590,ORorBETA,Phenotype,SNP
16598,20686,ORorBETA,Phenotype,SNP
16036,20691,ORorBETA,Phenotype,SNP
16838,20699,ORorBETA,Phenotype,SNP
16452,20700,ORorBETA,Phenotype,SNP
15980,20703,ORorBETA,Phenotype,SNP
20707,20708,ORorBETA,Phenotype,SNP
20712,20713,ORorBETA,Phenotype,SNP
16057,20722,ORorBETA,Phenotype,SNP
16598,20733,ORorBETA,Phenotype,SNP
16287,20734,ORorBETA,Phenotype,SNP
20736,20737,ORorBETA,Phenotype,SNP
20739,20740,ORorBETA,Phenotype,SNP
20742,20743,ORorBETA,Phenotype,SNP
20749,20750,ORorBETA,Phenotype,SNP
20753,20754,ORorBETA,Phenotype,SNP
16436,20758,ORorBETA,Phenotype,SNP
17033,20785,ORorBETA,Phenotype,SNP
20786,20764,ORorBETA,Phenotype,SNP
20796,20797,ORorBETA,Phenotype,SNP
20799,20800,ORorBETA,Phenotype,SNP
17058,20815,ORorBETA,Phenotype,SNP
16814,20819,ORorBETA,Phenotype,SNP
17822,16528,ORorBETA,Phenotype,SNP
15993,20826,ORorBETA,Phenotype,SNP
20834,20835,ORorBETA,Phenotype,SNP
16057,20858,ORorBETA,Phenotype,SNP
17992,20864,ORorBETA,Phenotype,SNP
20869,20870,ORorBETA,Phenotype,SNP
