Id,Name,Type
25562,AGM-1470,Chemical_Compound
25563,agmatine,Chemical_Compound
25566,AGN-192403,Chemical_Compound
25567,AGN-194310,Chemical_Compound
25568,AGN-195183,Chemical_Compound
25569,agomelatine,Chemical_Compound
25573,AH-7614,Chemical_Compound
25574,AH11110,Chemical_Compound
25576,AH6809,Chemical_Compound
25578,AI-10-49,Chemical_Compound
25579,AIM-100,Chemical_Compound
25580,AJ76-(+),Chemical_Compound
25581,AK-7,Chemical_Compound
25583,AKBA,Chemical_Compound
25584,AL-8697,Chemical_Compound
25585,alacepril,Chemical_Compound
25586,alantolactone,Chemical_Compound
25588,alaproclate,Chemical_Compound
25589,alarelin,Chemical_Compound
25590,albendazole,Chemical_Compound
25592,albuterol,Chemical_Compound
25593,alcaftadine,Chemical_Compound
25594,alclofenac,Chemical_Compound
25596,alclometasone-dipropionate,Chemical_Compound
25598,alcuronium,Chemical_Compound
25599,alda-1,Chemical_Compound
25600,aldoxorubicin,Chemical_Compound
25601,alectinib,Chemical_Compound
25602,alendronate,Chemical_Compound
25603,alexidine,Chemical_Compound
25605,alfacalcidol,Chemical_Compound
25606,alfuzosin,Chemical_Compound
25614,alimemazine,Chemical_Compound
25615,alisertib,Chemical_Compound
25617,aliskiren-hemifumarate,Chemical_Compound
25618,allicin,Chemical_Compound
25620,allopurinol,Chemical_Compound
25621,allylestrenol,Chemical_Compound
25623,allylisothiocyanate,Chemical_Compound
25624,almitrine,Chemical_Compound
25625,almorexant,Chemical_Compound
25626,almotriptan,Chemical_Compound
25627,aloe-emodin,Chemical_Compound
25628,alogliptin,Chemical_Compound
25629,alosetron,Chemical_Compound
25631,aloxistatin,Chemical_Compound
25632,alpelisib,Chemical_Compound
25634,alpha-asarone,Chemical_Compound
25635,alpha-linolenic-acid,Chemical_Compound
25637,alpha-methylhistamine-dihydrobromide-(R)-(-),Chemical_Compound
25638,alpha-methylhistamine-dihydrobromide-(S)-(+),Chemical_Compound
25639,alpha-methylserotonin,Chemical_Compound
25643,alpidem,Chemical_Compound
25644,alprenolol,Chemical_Compound
25646,alprostadil,Chemical_Compound
25650,alrestatin,Chemical_Compound
25651,altanserin,Chemical_Compound
25652,altinicline,Chemical_Compound
25654,altiratinib,Chemical_Compound
25655,altrenogest,Chemical_Compound
25656,alverine,Chemical_Compound
25657,alvespimycin,Chemical_Compound
25658,alvimopan,Chemical_Compound
25661,alvocidib,Chemical_Compound
25662,ALX-5407,Chemical_Compound
25664,AM-1241,Chemical_Compound
25666,AM-24,Chemical_Compound
25667,AM-251,Chemical_Compound
25670,AM-281,Chemical_Compound
25671,AM-404,Chemical_Compound
25673,AM-580,Chemical_Compound
25674,AM-630,Chemical_Compound
25675,AM-92016,Chemical_Compound
25676,amantadine,Chemical_Compound
25677,ambenonium,Chemical_Compound
25678,ambrisentan,Chemical_Compound
25679,ambroxol,Chemical_Compound
25680,amcinonide,Chemical_Compound
25682,AMD-3465,Chemical_Compound
25683,AMD11070,Chemical_Compound
25684,amezinium,Chemical_Compound
25685,amfenac,Chemical_Compound
25686,amflutizole,Chemical_Compound
25687,AMG-PERK-44,Chemical_Compound
25688,AMG-208,Chemical_Compound
25689,AMG-232,Chemical_Compound
25690,AMG-319,Chemical_Compound
25691,AMG-337,Chemical_Compound
25693,AMG-487-(+/-),Chemical_Compound
25694,AMG-517,Chemical_Compound
25696,AMG-548,Chemical_Compound
25697,AMG-837,Chemical_Compound
25698,AMG-925,Chemical_Compound
25699,AMG-9810,Chemical_Compound
25700,AMG319,Chemical_Compound
25701,AMG458,Chemical_Compound
25702,AMG900,Chemical_Compound
25704,AMI-1,Chemical_Compound
25706,amibegron,Chemical_Compound
25707,amiflamine,Chemical_Compound
25710,amifostine,Chemical_Compound
25712,amiloride,Chemical_Compound
25721,amineptine,Chemical_Compound
25723,aminocaproic-acid,Chemical_Compound
25726,aminoglutethimide,Chemical_Compound
25728,aminoguanidine,Chemical_Compound
25730,aminomethyltransferase,Chemical_Compound
25731,aminopentamide,Chemical_Compound
25732,aminophylline,Chemical_Compound
25733,aminopterin,Chemical_Compound
25734,aminopurvalanol-a,Chemical_Compound
25735,aminosalicylate,Chemical_Compound
25737,aminothiadiazole,Chemical_Compound
25738,aminothiazole,Chemical_Compound
25739,amiodarone,Chemical_Compound
25743,amisulpride,Chemical_Compound
25744,amitifadine,Chemical_Compound
25746,amitraz,Chemical_Compound
25747,amitriptyline,Chemical_Compound
25754,amlexanox,Chemical_Compound
25757,amlodipine,Chemical_Compound
25761,ammonium-glycyrrhizinate,Chemical_Compound
25765,ammonium-lactate,Chemical_Compound
25766,ammonium-perfluorocaprylate,Chemical_Compound
25768,AMN-082,Chemical_Compound
25769,amodiaquine,Chemical_Compound
25770,amonafide,Chemical_Compound
25771,amoxapine,Chemical_Compound
25773,amoxicillin,Chemical_Compound
25776,AMPA-(RS),Chemical_Compound
25778,AMPA-(S),Chemical_Compound
25780,ampalex,Chemical_Compound
25782,amperozide,Chemical_Compound
25783,ampiroxicam,Chemical_Compound
25784,amrinone,Chemical_Compound
25786,amrubicin,Chemical_Compound
25787,amsacrine,Chemical_Compound
25788,amthamine,Chemical_Compound
25789,amtolmetin-guacil,Chemical_Compound
25790,amuvatinib,Chemical_Compound
25791,amygdalin,Chemical_Compound
25793,AM679,Chemical_Compound
25794,ANA-12,Chemical_Compound
25796,anacetrapib,Chemical_Compound
25797,anagliptin,Chemical_Compound
25798,anagrelide,Chemical_Compound
25800,anamorelin,Chemical_Compound
25801,anandamide,Chemical_Compound
25805,anastrozole,Chemical_Compound
25806,andarine,Chemical_Compound
25808,andrographolide,Chemical_Compound
25810,anguidine,Chemical_Compound
25811,aniracetam,Chemical_Compound
25812,anisindione,Chemical_Compound
25813,anisodamine,Chemical_Compound
25815,anisomycin,Chemical_Compound
25817,anlotinib,Chemical_Compound
25818,anpirtoline,Chemical_Compound
25819,ANR-94,Chemical_Compound
25820,antagonist-g,Chemical_Compound
25822,antalarmin,Chemical_Compound
25823,antazoline,Chemical_Compound
25824,anthraquinone,Chemical_Compound
25825,antimycin-A,Chemical_Compound
25826,AP-18,Chemical_Compound
25827,apabetalone,Chemical_Compound
25828,apafant,Chemical_Compound
25829,apatinib,Chemical_Compound
25830,APC-100,Chemical_Compound
25831,APcK-110,Chemical_Compound
25833,APD597,Chemical_Compound
25834,APD668,Chemical_Compound
25835,API-001,Chemical_Compound
25836,API-1,Chemical_Compound
25837,apigenin,Chemical_Compound
25839,apixaban,Chemical_Compound
25840,apocynin,Chemical_Compound
25841,apoptosis-activator-II,Chemical_Compound
25842,APR-246,Chemical_Compound
25843,apraclonidine,Chemical_Compound
25844,apratastat,Chemical_Compound
25847,apremilast,Chemical_Compound
25848,aprepitant,Chemical_Compound
25849,aprindine,Chemical_Compound
25850,aptiganel,Chemical_Compound
25851,APTO-253,Chemical_Compound
25852,APY-29,Chemical_Compound
25854,APY0201,Chemical_Compound
25856,AP1903,Chemical_Compound
25857,AP26113,Chemical_Compound
25858,AQ-RA741,Chemical_Compound
25859,AR-A014418,Chemical_Compound
25860,AR-C155858,Chemical_Compound
25861,AR-12,Chemical_Compound
25862,AR-42,Chemical_Compound
25863,arachidonic-acid,Chemical_Compound
25868,arbidol,Chemical_Compound
25870,arbutin,Chemical_Compound
25871,ARC-239,Chemical_Compound
25872,arctigenin,Chemical_Compound
25873,arcyriaflavin-a,Chemical_Compound
25874,ardeparin,Chemical_Compound
25875,arecaidine-but-2-ynyl-ester,Chemical_Compound
25876,arecaidine-propargyl-ester,Chemical_Compound
25877,arecoline,Chemical_Compound
25879,argatroban,Chemical_Compound
25880,arglabin,Chemical_Compound
25881,aripiprazole,Chemical_Compound
25882,arofylline,Chemical_Compound
25883,arotinolol,Chemical_Compound
25884,ARQ-092,Chemical_Compound
25885,ARQ-621,Chemical_Compound
25886,ARRY-334543,Chemical_Compound
25888,arsanilic-acid,Chemical_Compound
25889,arsenic-trioxide,Chemical_Compound
25890,artemether,Chemical_Compound
25892,artemisinin,Chemical_Compound
25893,arundic-acid,Chemical_Compound
25895,ARV-825,Chemical_Compound
25896,AS-1269574,Chemical_Compound
25897,AS-1892802,Chemical_Compound
25899,AS-1949490,Chemical_Compound
25900,AS-2034178,Chemical_Compound
25901,AS-2444697,Chemical_Compound
25902,AS-252424,Chemical_Compound
25903,AS-604850,Chemical_Compound
25904,AS-703026,Chemical_Compound
25906,AS-77,Chemical_Compound
25908,asaraldehyde,Chemical_Compound
25909,ASC-J9,Chemical_Compound
25910,ascomycin,Chemical_Compound
25912,ascorbic-acid,Chemical_Compound
25913,asenapine,Chemical_Compound
25914,asiatic-acid,Chemical_Compound
25915,asimadoline,Chemical_Compound
25916,ASP-2535,Chemical_Compound
25918,aspartame,Chemical_Compound
25919,aspirin,Chemical_Compound
25921,ASP3026,Chemical_Compound
25922,AST-1306,Chemical_Compound
25923,astemizole,Chemical_Compound
25924,asymmetrical-dimethylarginine,Chemical_Compound
25926,AT-1015,Chemical_Compound
25927,AT-7519,Chemical_Compound
25928,AT-9283,Chemical_Compound
25929,ataluren,Chemical_Compound
25930,ATB-346,Chemical_Compound
25931,atenolol-(+/-),Chemical_Compound
25933,atiprimod,Chemical_Compound
25934,atizoram,Chemical_Compound
25935,ATN-161,Chemical_Compound
25936,atomoxetine,Chemical_Compound
25937,atorvastatin,Chemical_Compound
25938,atosiban,Chemical_Compound
25942,ATPA,Chemical_Compound
25943,atrasentan,Chemical_Compound
25944,atropine,Chemical_Compound
25945,atropine-oxide,Chemical_Compound
25946,AT13148,Chemical_Compound
25947,AT13387,Chemical_Compound
25948,AT7867,Chemical_Compound
25949,auranofin,Chemical_Compound
25950,aurora-a-inhibitor-i,Chemical_Compound
25951,aurothioglucose,Chemical_Compound
25952,autotaxin-modulator-1,Chemical_Compound
25953,AV-412,Chemical_Compound
25954,AV-608,Chemical_Compound
25955,avagacestat,Chemical_Compound
25956,avanafil,Chemical_Compound
25957,avasimibe,Chemical_Compound
25959,avatrombopag,Chemical_Compound
25961,AVE-0991,Chemical_Compound
25962,AVL-292,Chemical_Compound
25963,AVN-944,Chemical_Compound
25964,axitinib,Chemical_Compound
25968,AZ-10417808,Chemical_Compound
25969,AZ-10606120,Chemical_Compound
25971,AZ-12080282,Chemical_Compound
25972,AZ-628,Chemical_Compound
25973,azacitidine,Chemical_Compound
25974,azacyclonol,Chemical_Compound
25975,azaguanine-8,Chemical_Compound
25976,azaperone,Chemical_Compound
25977,azapropazone,Chemical_Compound
25978,azasetron,Chemical_Compound
25980,azatadine,Chemical_Compound
25981,azathioprine,Chemical_Compound
25982,AZD1080,Chemical_Compound
25983,AZD1208,Chemical_Compound
25985,AZD1283,Chemical_Compound
25986,AZD1446,Chemical_Compound
25987,AZD1480,Chemical_Compound
25989,AZD1981,Chemical_Compound
25990,AZD2014,Chemical_Compound
25991,AZD2858,Chemical_Compound
25992,AZD3264,Chemical_Compound
25993,AZD3463,Chemical_Compound
25994,AZD3514,Chemical_Compound
25995,AZD3759,Chemical_Compound
25996,AZD3839,Chemical_Compound
25997,AZD3965,Chemical_Compound
25998,AZD3988,Chemical_Compound
26000,AZD4282,Chemical_Compound
26014,AZD4547,Chemical_Compound
26017,AZD5069,Chemical_Compound
26018,AZD5363,Chemical_Compound
26019,AZD5438,Chemical_Compound
26020,AZD5582,Chemical_Compound
26022,AZD6482,Chemical_Compound
26023,AZD6738,Chemical_Compound
26024,AZD6765,Chemical_Compound
26025,AZD7545,Chemical_Compound
26026,AZD7687,Chemical_Compound
26027,AZD7762,Chemical_Compound
26028,AZD8055,Chemical_Compound
26029,AZD8186,Chemical_Compound
26030,AZD8330,Chemical_Compound
26031,AZD8835,Chemical_Compound
26032,AZD8931,Chemical_Compound
26034,AZD9272,Chemical_Compound
26035,AZD9496,Chemical_Compound
26037,AZD9668,Chemical_Compound
26039,azelaic-acid,Chemical_Compound
26041,azelastine,Chemical_Compound
26043,azeliragon,Chemical_Compound
26044,azelnidipine,Chemical_Compound
26045,azilsartan,Chemical_Compound
26047,azilsartan-medoxomil,Chemical_Compound
26048,azimilide,Chemical_Compound
26050,azithromycin,Chemical_Compound
26051,AZM-475271,Chemical_Compound
26052,azosemide,Chemical_Compound
26053,AZ191,Chemical_Compound
26054,AZ20,Chemical_Compound
26055,AZ505,Chemical_Compound
26056,AZ5104,Chemical_Compound
26057,AZ960,Chemical_Compound
26058,A12B4C3,Chemical_Compound
26060,A205804,Chemical_Compound
26061,A61603,Chemical_Compound
26062,A66,Chemical_Compound
26063,A740003,Chemical_Compound
26064,A77636,Chemical_Compound
26065,A922500,Chemical_Compound
26066,bacitracin,Chemical_Compound
26067,baclofen,Chemical_Compound
26069,BADGE,Chemical_Compound
26070,bafetinib,Chemical_Compound
26071,BAG-956,Chemical_Compound
26072,baicalein,Chemical_Compound
26074,baicalin,Chemical_Compound
26075,bakuchiol,Chemical_Compound
26076,balaglitazone,Chemical_Compound
26077,balicatib,Chemical_Compound
26078,balsalazide,Chemical_Compound
26079,bambuterol,Chemical_Compound
26080,BAM7,Chemical_Compound
26082,BAN-ORL-24,Chemical_Compound
26083,banoxantrone,Chemical_Compound
26084,barasertib,Chemical_Compound
26085,barasertib-HQPA,Chemical_Compound
26086,bardoxolone,Chemical_Compound
26087,bardoxolone-methyl,Chemical_Compound
26088,baricitinib,Chemical_Compound
26089,basimglurant,Chemical_Compound
26091,batimastat,Chemical_Compound
26093,bavisant,Chemical_Compound
26094,BAX-channel-blocker,Chemical_Compound
26095,BAY-K-8644-(s)-(-),Chemical_Compound
26096,BAY-11-7082,Chemical_Compound
26097,BAY-11-7085,Chemical_Compound
26099,BAY-41-2272,Chemical_Compound
26101,BAY-60-6583,Chemical_Compound
26103,BAY-60-7550,Chemical_Compound
26105,BAY-61-3606,Chemical_Compound
26106,BAY-87-2243,Chemical_Compound
26107,bazedoxifene,Chemical_Compound
26108,BAZ2-ICR,Chemical_Compound
26109,BC-11,Chemical_Compound
26110,BCTC,Chemical_Compound
26111,BCX-1470,Chemical_Compound
26112,BD-1047,Chemical_Compound
26113,BD-1063,Chemical_Compound
26114,BE-2254,Chemical_Compound
26115,beclomethasone,Chemical_Compound
26117,beclomethasone-dipropionate,Chemical_Compound
26118,begacestat,Chemical_Compound
26119,belinostat,Chemical_Compound
26123,bemegride,Chemical_Compound
26124,bemesetron,Chemical_Compound
26125,bempedoic-acid,Chemical_Compound
26126,benazepril,Chemical_Compound
26127,bendazac,Chemical_Compound
26128,bendroflumethiazide,Chemical_Compound
26130,benfluorex,Chemical_Compound
26132,benfluralin,Chemical_Compound
26136,benfotiamine,Chemical_Compound
26137,benidipine,Chemical_Compound
26138,benperidol,Chemical_Compound
26139,benproperine,Chemical_Compound
26141,benserazide,Chemical_Compound
26143,bentiromide,Chemical_Compound
26144,benzamil,Chemical_Compound
26145,benzbromarone,Chemical_Compound
26146,benzethonium,Chemical_Compound
26147,benzocaine,Chemical_Compound
26149,benzoic-acid,Chemical_Compound
26151,benzoin,Chemical_Compound
26152,benzonatate,Chemical_Compound
26153,benzoquinonium-dibromide,Chemical_Compound
26155,benzotript,Chemical_Compound
26157,benzthiazide,Chemical_Compound
26158,benztropine-mesylate,Chemical_Compound
26159,benzyl-benzoate,Chemical_Compound
26160,bepotastine,Chemical_Compound
26162,bepridil,Chemical_Compound
26163,berberine,Chemical_Compound
26164,bergenin,Chemical_Compound
26165,beta-amyloid-synthesis-inhibitor,Chemical_Compound
26166,beta-CCB,Chemical_Compound
26167,beta-elemene,Chemical_Compound
26168,beta-funaltrexamine,Chemical_Compound
26169,beta-hydroxy-beta-methylbutyrate,Chemical_Compound
26170,beta-hydroxybutyrate,Chemical_Compound
26171,beta-lapachone,Chemical_Compound
26172,betahistine,Chemical_Compound
26173,betamethasone,Chemical_Compound
26174,betamethasone-acetate,Chemical_Compound
26175,betamethasone-dipropionate,Chemical_Compound
26176,betamethasone-valerate,Chemical_Compound
26177,betaxolol,Chemical_Compound
26178,betazole,Chemical_Compound
26179,bethanechol,Chemical_Compound
26181,BETP,Chemical_Compound
26182,betrixaban,Chemical_Compound
26184,betulinic-acid,Chemical_Compound
26185,bexarotene,Chemical_Compound
26186,bezafibrate,Chemical_Compound
26187,BGT226,Chemical_Compound
26189,BHQ,Chemical_Compound
26191,BI-D1870,Chemical_Compound
26192,BI-2536,Chemical_Compound
26194,BI-78D3,Chemical_Compound
26195,BI-847325,Chemical_Compound
26197,BIBN4096,Chemical_Compound
26199,BIBR-1532,Chemical_Compound
26200,BIBU-1361,Chemical_Compound
26201,BIBX-1382,Chemical_Compound
26202,bicalutamide,Chemical_Compound
26203,bicuculline-(+),Chemical_Compound
26205,bicyclol,Chemical_Compound
26206,bifemelane,Chemical_Compound
26207,BIIB021,Chemical_Compound
26208,bilastine,Chemical_Compound
26209,bilobalide,Chemical_Compound
26210,bimatoprost,Chemical_Compound
26211,BIMU-8,Chemical_Compound
26213,BINA,Chemical_Compound
26214,bindarit,Chemical_Compound
26217,binimetinib,Chemical_Compound
26218,BIO-1211,Chemical_Compound
26219,BIO-5192,Chemical_Compound
26220,biotin,Chemical_Compound
26221,bipenamol,Chemical_Compound
26222,biperiden,Chemical_Compound
26223,birinapant,Chemical_Compound
26224,BIRT-377,Chemical_Compound
26225,bis(maltolato)oxovanadium(IV),Chemical_Compound
26226,bisindolylmaleimide-IX,Chemical_Compound
26229,bismuth-subgallate,Chemical_Compound
26230,bisoprolol,Chemical_Compound
26231,bisphenol-A,Chemical_Compound
26232,bithionol,Chemical_Compound
26233,bitopertin,Chemical_Compound
26234,bivalirudin,Chemical_Compound
26235,BIX-01294,Chemical_Compound
26236,BIX-02188,Chemical_Compound
26237,BIX-02189,Chemical_Compound
26238,blebbistatin-(+/-),Chemical_Compound
26240,blonanserin,Chemical_Compound
26241,BLU9931,Chemical_Compound
26242,BML-190,Chemical_Compound
26244,BMS-CCR2-22,Chemical_Compound
26245,BMS-182874,Chemical_Compound
26246,BMS-191011,Chemical_Compound
26247,BMS-265246,Chemical_Compound
26248,BMS-309403,Chemical_Compound
26249,BMS-345541,Chemical_Compound
26250,BMS-387032,Chemical_Compound
26251,BMS-470539,Chemical_Compound
26252,BMS-536924,Chemical_Compound
26254,BMS-566419,Chemical_Compound
26256,BMS-587101,Chemical_Compound
26258,BMS-599626,Chemical_Compound
26259,BMS-649,Chemical_Compound
26260,BMS-688521,Chemical_Compound
26261,BMS-690514,Chemical_Compound
26262,BMS-754807,Chemical_Compound
26263,BMS-777607,Chemical_Compound
26266,BMS-817378,Chemical_Compound
26267,BMS-833923,Chemical_Compound
26268,BMS-863233,Chemical_Compound
26269,BMS-986020,Chemical_Compound
26270,BMY-14802,Chemical_Compound
26271,BMY-45778,Chemical_Compound
26272,BMY-7378,Chemical_Compound
26273,BNTX,Chemical_Compound
26275,boceprevir,Chemical_Compound
26276,bortezomib,Chemical_Compound
26279,bosentan,Chemical_Compound
26280,bosutinib,Chemical_Compound
26283,BP-554,Chemical_Compound
26284,BP-897,Chemical_Compound
26285,BQ-123,Chemical_Compound
26286,BQ-788,Chemical_Compound
26287,BQU57,Chemical_Compound
26288,BRD4770,Chemical_Compound
26289,BRD7389,Chemical_Compound
26290,BRD9876,Chemical_Compound
26291,brefeldin-A,Chemical_Compound
26292,bremelanotide,Chemical_Compound
26297,brequinar,Chemical_Compound
26298,bretazenil,Chemical_Compound
26299,bretylium,Chemical_Compound
26300,brexpiprazole,Chemical_Compound
26301,briciclib,Chemical_Compound
26302,brigatinib,Chemical_Compound
26303,brimonidine,Chemical_Compound
26304,brinzolamide,Chemical_Compound
26306,brivanib,Chemical_Compound
26307,brivanib-alaninate,Chemical_Compound
26308,BRL-15572,Chemical_Compound
26309,BRL-26314,Chemical_Compound
26310,BRL-37344,Chemical_Compound
26311,BRL-44408,Chemical_Compound
26312,BRL-50481,Chemical_Compound
26313,BRL-52537,Chemical_Compound
26314,BRL-54443,Chemical_Compound
26315,brolitene,Chemical_Compound
26316,bromfenac,Chemical_Compound
26317,bromocriptine,Chemical_Compound
26318,bromopride,Chemical_Compound
26319,bromperidol,Chemical_Compound
26320,brompheniramine,Chemical_Compound
26321,broxaterol,Chemical_Compound
26322,brucine,Chemical_Compound
26323,BS-181,Chemical_Compound
26325,BTB06584,Chemical_Compound
26326,BTB1,Chemical_Compound
26327,BTS-54505,Chemical_Compound
26328,BTS-72664,Chemical_Compound
26329,BTT-3033,Chemical_Compound
26330,BU-224,Chemical_Compound
26331,bucladesine,Chemical_Compound
26332,buclizine,Chemical_Compound
26333,budesonide,Chemical_Compound
26334,budipine,Chemical_Compound
26335,bufexamac,Chemical_Compound
26336,buflomedil,Chemical_Compound
26337,bumetanide,Chemical_Compound
26340,bunazosin,Chemical_Compound
26341,buparlisib,Chemical_Compound
26342,buphenine,Chemical_Compound
26343,bupicomide,Chemical_Compound
26344,bupivacaine,Chemical_Compound
26345,bupranolol,Chemical_Compound
26346,bupropion,Chemical_Compound
26347,buspirone,Chemical_Compound
26348,butabindide,Chemical_Compound
26349,butaclamol,Chemical_Compound
26350,butalbital,Chemical_Compound
26351,butein,Chemical_Compound
26352,butenafine,Chemical_Compound
26353,buthionine-sulfoximine,Chemical_Compound
26354,butylated-hydroxytoluene,Chemical_Compound
26355,butylphthalide,Chemical_Compound
26356,BVT-2733,Chemical_Compound
26357,BVT-948,Chemical_Compound
26358,BW-A4C,Chemical_Compound
26359,BW-B70C,Chemical_Compound
26360,BW-180C,Chemical_Compound
26361,BW-373U86,Chemical_Compound
26362,BW-616U,Chemical_Compound
26363,BW-723C86,Chemical_Compound
26364,BX-795,Chemical_Compound
26365,BX-912,Chemical_Compound
26366,BYK-204165,Chemical_Compound
26368,C-021,Chemical_Compound
26369,C-1,Chemical_Compound
26370,cabazitaxel,Chemical_Compound
26379,cabergoline,Chemical_Compound
26380,cabozantinib,Chemical_Compound
26382,CaCCinh-A01,Chemical_Compound
26383,caffeic-acid,Chemical_Compound
26384,caffeic-acid-phenethyl-ester,Chemical_Compound
26385,caffeine,Chemical_Compound
26395,calcifediol,Chemical_Compound
26396,calcipotriol,Chemical_Compound
26397,calcitriol,Chemical_Compound
26399,Calhex-231,Chemical_Compound
26400,camicinal,Chemical_Compound
26401,CaMKII-IN-1,Chemical_Compound
26403,camostat-mesilate,Chemical_Compound
26404,camphor-(1R),Chemical_Compound
26405,camptothecin,Chemical_Compound
26406,canagliflozin,Chemical_Compound
26408,candesartan,Chemical_Compound
26409,canertinib,Chemical_Compound
26410,canrenone,Chemical_Compound
26411,capadenoson,Chemical_Compound
26412,capecitabine,Chemical_Compound
26413,capsaicin,Chemical_Compound
26414,capsazepine,Chemical_Compound
26415,captopril,Chemical_Compound
26416,caracemide,Chemical_Compound
26417,caramiphen,Chemical_Compound
26418,carazolol,Chemical_Compound
26419,carbachol,Chemical_Compound
26420,carbamazepine,Chemical_Compound
26421,carbendazim,Chemical_Compound
26422,carbenoxolone,Chemical_Compound
26443,carbetapentane,Chemical_Compound
26444,carbetocin,Chemical_Compound
26445,carbidopa,Chemical_Compound
26447,carbimazole,Chemical_Compound
26448,carbinoxamine,Chemical_Compound
26450,carboxyamidotriazole,Chemical_Compound
26451,carboxylosartan,Chemical_Compound
26452,cardionogen-1,Chemical_Compound
26453,carebastine,Chemical_Compound
26454,carfilzomib,Chemical_Compound
26455,carglumic-acid,Chemical_Compound
26456,caricotamide,Chemical_Compound
26457,cariporide,Chemical_Compound
26458,cariprazine,Chemical_Compound
26459,carmofur,Chemical_Compound
26460,carmoterol,Chemical_Compound
