Id,Name,Type,VectorableProperty
40325,Change in intraocular pressure in response to steroid treatment (triamcinolone acetonide),Phenotype,Change in intraocular pressure in response to steroid treatment (triamcinolone acetonide)
40326,Subcortical brain region volumes,Phenotype,Subcortical brain region volumes
40327,Bipolar disorder,Phenotype,Bipolar disorder
40328,Cutaneous psoriasis,Phenotype,Cutaneous psoriasis
40329,Psoriasis vulgaris,Phenotype,Psoriasis vulgaris
40330,Psoriatic arthritis,Phenotype,Psoriatic arthritis
40331,Plasma omega-6 polyunsaturated fatty acid levels (linoleic acid),Phenotype,Plasma omega-6 polyunsaturated fatty acid levels (linoleic acid)
40332,Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid),Phenotype,Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid)
40333,Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid),Phenotype,Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid)
40334,Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid),Phenotype,Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid)
40335,Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid),Phenotype,Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)
40336,Delta-5 desaturase activity,Phenotype,Delta-5 desaturase activity
40337,Waist-to-hip ratio adjusted for body mass index,Phenotype,Waist-to-hip ratio adjusted for body mass index
40338,Verbal declarative memory,Phenotype,Verbal declarative memory
40339,Peanut allergy,Phenotype,Peanut allergy
40340,Egg allergy,Phenotype,Egg allergy
40341,QT interval,Phenotype,QT interval
40342,Celiac disease,Phenotype,Celiac disease
40343,Beta-2 microglubulin plasma levels,Phenotype,Beta-2 microglubulin plasma levels
40344,Rheumatoid arthritis,Phenotype,Rheumatoid arthritis
40345,Asymmetrical dimethylarginine levels,Phenotype,Asymmetrical dimethylarginine levels
40346,Symmetrical dimethylarginine levels,Phenotype,Symmetrical dimethylarginine levels
40347,Serum dimethylarginine levels (asymmetric/symetric ratio),Phenotype,Serum dimethylarginine levels (asymmetric/symetric ratio)
40348,Lipid metabolism phenotypes,Phenotype,Lipid metabolism phenotypes
40349,Type 2 diabetes,Phenotype,Type 2 diabetes
40350,Complement C3 and C4 levels,Phenotype,Complement C3 and C4 levels
40351,Metabolite levels,Phenotype,Metabolite levels
40352,Systemic lupus erythematosus and Systemic sclerosis,Phenotype,Systemic lupus erythematosus and Systemic sclerosis
40353,Colorectal cancer,Phenotype,Colorectal cancer
40354,Alzheimer's disease (APOE e4 interaction),Phenotype,Alzheimer's disease (APOE e4 interaction)
40355,Alzheimer's disease in APOE e4+ carriers,Phenotype,Alzheimer's disease in APOE e4+ carriers
40356,Antibody level in response to infection,Phenotype,Antibody level in response to infection
40357,Maximal oxygen uptake response,Phenotype,Maximal oxygen uptake response
40358,HDL Cholesterol in HIV-infection,Phenotype,HDL Cholesterol in HIV-infection
40359,Magnesium levels,Phenotype,Magnesium levels
40360,Cutaneous lupus erythematosus,Phenotype,Cutaneous lupus erythematosus
40361,Vein graft stenosis in coronary artery bypass grafting,Phenotype,Vein graft stenosis in coronary artery bypass grafting
40362,Sasang constitutional medicine type (So-Eum),Phenotype,Sasang constitutional medicine type (So-Eum)
40363,Psoriasis,Phenotype,Psoriasis
40364,Diisocyanate-induced asthma,Phenotype,Diisocyanate-induced asthma
40365,Type 1 diabetes and autoimmune thyroid diseases,Phenotype,Type 1 diabetes and autoimmune thyroid diseases
40366,Leishmaniasis (visceral),Phenotype,Leishmaniasis (visceral)
40367,Breast cancer (estrogen-receptor negative-- progesterone-receptor negative-- and human epidermal growth factor-receptor negative),Phenotype,Breast cancer (estrogen-receptor negative-- progesterone-receptor negative-- and human epidermal growth factor-receptor negative)
40368,Brugada syndrome,Phenotype,Brugada syndrome
40369,Obesity (early onset extreme),Phenotype,Obesity (early onset extreme)
40370,Gray matter volume (schizophrenia interaction),Phenotype,Gray matter volume (schizophrenia interaction)
40371,Chronic hepatitis C infection,Phenotype,Chronic hepatitis C infection
40372,Ulcerative colitis,Phenotype,Ulcerative colitis
40373,Plasma plasminogen levels,Phenotype,Plasma plasminogen levels
40374,Mammographic density,Phenotype,Mammographic density
40375,Thiazide-induced adverse metabolic effects in hypertensive patients,Phenotype,Thiazide-induced adverse metabolic effects in hypertensive patients
40376,Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab),Phenotype,Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)
40377,Sickle cell anemia (haemolysis),Phenotype,Sickle cell anemia (haemolysis)
40378,Red blood cell traits,Phenotype,Red blood cell traits
40379,Stroke (ischemic),Phenotype,Stroke (ischemic)
40380,Febrile seizures (MMR vaccine-related),Phenotype,Febrile seizures (MMR vaccine-related)
40381,Rheumatoid arthritis (ACPA-negative),Phenotype,Rheumatoid arthritis (ACPA-negative)
40382,Multiple cancers (lung cancer-- gastric cancer-- and squamous cell carcinoma),Phenotype,Multiple cancers (lung cancer-- gastric cancer-- and squamous cell carcinoma)
40383,Very long-chain saturated fatty acid levels (fatty acid 20:0),Phenotype,Very long-chain saturated fatty acid levels (fatty acid 20:0)
40384,Heschl's gyrus morphology,Phenotype,Heschl's gyrus morphology
40385,Crohn's disease,Phenotype,Crohn's disease
40386,Age-related nuclear cataracts,Phenotype,Age-related nuclear cataracts
40387,Pulmonary function in asthmatics,Phenotype,Pulmonary function in asthmatics
40388,Response to thiopurine immunosuppressants in inflammatory bowel disease (pancreatitis) (azathioprine and mercaptopurine),Phenotype,Response to thiopurine immunosuppressants in inflammatory bowel disease (pancreatitis) (azathioprine and mercaptopurine)
40389,Schizophrenia (inflammation and infection response interaction),Phenotype,Schizophrenia (inflammation and infection response interaction)
40390,Nonsyndromic cleft lip with or without cleft palate,Phenotype,Nonsyndromic cleft lip with or without cleft palate
40391,Number of pregnancies,Phenotype,Number of pregnancies
40392,Spontaneous preterm birth (preterm birth),Phenotype,Spontaneous preterm birth (preterm birth)
40393,Psychotic symptoms and prion disease,Phenotype,Psychotic symptoms and prion disease
40394,Behavioral disturbance or psychiatric symptoms in prion disease,Phenotype,Behavioral disturbance or psychiatric symptoms in prion disease
40395,Response to serotonin reuptake inhibitors in major depressive disorder,Phenotype,Response to serotonin reuptake inhibitors in major depressive disorder
40396,Prostate cancer,Phenotype,Prostate cancer
40397,Serum total protein levels,Phenotype,Serum total protein levels
40398,Dental caries,Phenotype,Dental caries
40399,Iron status biomarkers (ferritin levels),Phenotype,Iron status biomarkers (ferritin levels)
40400,Iron status biomarkers (transferrin saturation),Phenotype,Iron status biomarkers (transferrin saturation)
40401,Iron status biomarkers (iron levels),Phenotype,Iron status biomarkers (iron levels)
40402,Iron status biomarkers (transferrin levels),Phenotype,Iron status biomarkers (transferrin levels)
40403,Vogt-Koyanagi-Harada syndrome,Phenotype,Vogt-Koyanagi-Harada syndrome
40404,Nasopharyngeal carcinoma (SNP x SNP interaction),Phenotype,Nasopharyngeal carcinoma (SNP x SNP interaction)
40405,Gastritis,Phenotype,Gastritis
40406,Platelet count,Phenotype,Platelet count
40407,Melanoma,Phenotype,Melanoma
40408,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure),Phenotype,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure)
40409,Response to abacavir-containing treatment in HIV-1 infection (virologic failure),Phenotype,Response to abacavir-containing treatment in HIV-1 infection (virologic failure)
40410,Sleep time,Phenotype,Sleep time
40411,Sleep quality,Phenotype,Sleep quality
40412,Sleep duration,Phenotype,Sleep duration
40413,Allergic sensitization,Phenotype,Allergic sensitization
40414,Pancreatic cancer,Phenotype,Pancreatic cancer
40415,Cardiac Troponin-T levels,Phenotype,Cardiac Troponin-T levels
40416,Multiple sclerosis,Phenotype,Multiple sclerosis
40417,Body mass index (change over time),Phenotype,Body mass index (change over time)
40418,Hodgkin's lymphoma,Phenotype,Hodgkin's lymphoma
40419,Follicular lymphoma,Phenotype,Follicular lymphoma
40420,Red wine liking,Phenotype,Red wine liking
40421,White wine liking,Phenotype,White wine liking
40422,Chronic hepatitis B infection,Phenotype,Chronic hepatitis B infection
40423,Number of children (6+ vs. 0 or 1),Phenotype,Number of children (6+ vs. 0 or 1)
40424,Number of children,Phenotype,Number of children
40425,Survival in microsatellite instability low/stable colorectal cancer,Phenotype,Survival in microsatellite instability low/stable colorectal cancer
40426,Survival in rectal cancer,Phenotype,Survival in rectal cancer
40427,Sitting height ratio,Phenotype,Sitting height ratio
40428,Information processing speed,Phenotype,Information processing speed
40429,Polychlorinated biphenyl levels,Phenotype,Polychlorinated biphenyl levels
40430,Myeloproliferative neoplasms,Phenotype,Myeloproliferative neoplasms
40431,Blood pressure,Phenotype,Blood pressure
40432,Food antigen IgG levels,Phenotype,Food antigen IgG levels
40433,Diffuse large B cell lymphoma,Phenotype,Diffuse large B cell lymphoma
40434,Plasma plasminogen activator levels,Phenotype,Plasma plasminogen activator levels
40435,Hepatitis,Phenotype,Hepatitis
40436,Bladder cancer (smoking interaction),Phenotype,Bladder cancer (smoking interaction)
40437,Telomere length,Phenotype,Telomere length
40438,Carotid intima media thickness,Phenotype,Carotid intima media thickness
40439,Cytomegalovirus antibody response,Phenotype,Cytomegalovirus antibody response
40440,Sarcoidosis,Phenotype,Sarcoidosis
40441,Menarche (age at onset),Phenotype,Menarche (age at onset)
40442,Lipoprotein (a) - cholesterol levels,Phenotype,Lipoprotein (a) - cholesterol levels
40443,Urate levels in lean individuals,Phenotype,Urate levels in lean individuals
40444,Urate levels in overweight individuals,Phenotype,Urate levels in overweight individuals
40445,ADAMTS13 activity,Phenotype,ADAMTS13 activity
40446,Recalcitrant atopic dermatitis,Phenotype,Recalcitrant atopic dermatitis
40447,Serum IgE levels,Phenotype,Serum IgE levels
40448,Chronic obstructive pulmonary disease-related biomarkers,Phenotype,Chronic obstructive pulmonary disease-related biomarkers
40449,Cataracts in type 2 diabetes,Phenotype,Cataracts in type 2 diabetes
40450,Coronary heart disease,Phenotype,Coronary heart disease
40451,Alcohol dependence,Phenotype,Alcohol dependence
40452,Facial pigmentation,Phenotype,Facial pigmentation
40453,Behavioural disinhibition (generation interaction),Phenotype,Behavioural disinhibition (generation interaction)
40454,Lipid traits,Phenotype,Lipid traits
40455,Acne (severe),Phenotype,Acne (severe)
40456,Anger,Phenotype,Anger
40457,Adiponectin levels,Phenotype,Adiponectin levels
40458,Chronic lymphocytic leukemia,Phenotype,Chronic lymphocytic leukemia
40459,Preschool internalizing problems,Phenotype,Preschool internalizing problems
40460,Glycated hemoglobin levels,Phenotype,Glycated hemoglobin levels
40461,Endometrial cancer,Phenotype,Endometrial cancer
40462,Antinuclear antibody levels,Phenotype,Antinuclear antibody levels
40463,Interferon alpha levels in systemic lupus erythematosus,Phenotype,Interferon alpha levels in systemic lupus erythematosus
40464,Thyroid peroxidase antibody positivity,Phenotype,Thyroid peroxidase antibody positivity
40465,Immune response to measles-mumps-rubella vaccine,Phenotype,Immune response to measles-mumps-rubella vaccine
40466,Systemic lupus erythematosus,Phenotype,Systemic lupus erythematosus
40467,General cognitive ability,Phenotype,General cognitive ability
40468,Enteric fever,Phenotype,Enteric fever
40469,Parkinson's disease,Phenotype,Parkinson's disease
40470,Breast cancer (menopausal hormone therapy interaction),Phenotype,Breast cancer (menopausal hormone therapy interaction)
40471,Political ideology,Phenotype,Political ideology
40472,Serum uric acid levels,Phenotype,Serum uric acid levels
40473,Birth weight,Phenotype,Birth weight
40474,HDL cholesterol,Phenotype,HDL cholesterol
40475,Bronchopulmonary dysplasia,Phenotype,Bronchopulmonary dysplasia
40476,Puberty onset (genital enlargement),Phenotype,Puberty onset (genital enlargement)
40477,Puberty onset (breast development),Phenotype,Puberty onset (breast development)
40478,Puberty onset,Phenotype,Puberty onset
40479,Response to statins (LDL cholesterol change),Phenotype,Response to statins (LDL cholesterol change)
40480,Tourette's syndrome or obsessive-compulsive disorder,Phenotype,Tourette's syndrome or obsessive-compulsive disorder
40481,Chemerin levels,Phenotype,Chemerin levels
40482,Hypospadias,Phenotype,Hypospadias
40483,Breastfeeding duration,Phenotype,Breastfeeding duration
40484,Hyperopia,Phenotype,Hyperopia
40485,Myopia,Phenotype,Myopia
40486,Iron status biomarkers,Phenotype,Iron status biomarkers
40487,Serum thyroid-stimulating hormone levels,Phenotype,Serum thyroid-stimulating hormone levels
40488,Bone mineral density,Phenotype,Bone mineral density
40489,Vitiligo,Phenotype,Vitiligo
40490,Vertical cup-disc ratio,Phenotype,Vertical cup-disc ratio
40491,Bipolar disorder (body mass index interaction),Phenotype,Bipolar disorder (body mass index interaction)
40492,Kidney function decline traits,Phenotype,Kidney function decline traits
40493,Airway responsiveness in chronic obstructive pulmonary disease,Phenotype,Airway responsiveness in chronic obstructive pulmonary disease
40494,Cognitive function,Phenotype,Cognitive function
40495,Cervical artery dissection,Phenotype,Cervical artery dissection
40496,Non-alcoholic fatty liver disease histology (other),Phenotype,Non-alcoholic fatty liver disease histology (other)
40497,Multiple myeloma,Phenotype,Multiple myeloma
40498,Alzheimer's disease,Phenotype,Alzheimer's disease
40499,Educational attainment,Phenotype,Educational attainment
40500,Acute anterior uveitis (with or without ankylosing spondylitis),Phenotype,Acute anterior uveitis (with or without ankylosing spondylitis)
40501,Acute anterior uveitis in ankylosing spondylitis,Phenotype,Acute anterior uveitis in ankylosing spondylitis
40502,Refractive astigmatism,Phenotype,Refractive astigmatism
40503,Social autistic-like traits,Phenotype,Social autistic-like traits
40504,Lung Cancer (DNA repair capacity),Phenotype,Lung Cancer (DNA repair capacity)
40505,Fibrinogen,Phenotype,Fibrinogen
40506,Systolic blood pressure (alcohol consumption interaction),Phenotype,Systolic blood pressure (alcohol consumption interaction)
40507,Autoimmune hepatitis type-1,Phenotype,Autoimmune hepatitis type-1
40508,Mitochondrial DNA levels,Phenotype,Mitochondrial DNA levels
40509,Breast cancer,Phenotype,Breast cancer
40510,Breast cancer (early onset),Phenotype,Breast cancer (early onset)
40511,Plasma homocysteine levels (post-methionine load test),Phenotype,Plasma homocysteine levels (post-methionine load test)
40512,Cholesterol,Phenotype,Cholesterol
40513,Central corneal thickness,Phenotype,Central corneal thickness
40514,Periodontal disease-related phenotype (Socransky),Phenotype,Periodontal disease-related phenotype (Socransky)
40515,Response to inhaled corticosteroid treatment in asthma (change in FEV1),Phenotype,Response to inhaled corticosteroid treatment in asthma (change in FEV1)
40516,Response to antipsychotic therapy (extrapyramidal side effects),Phenotype,Response to antipsychotic therapy (extrapyramidal side effects)
40517,Fetal hemoglobin levels in sickle cell anemia,Phenotype,Fetal hemoglobin levels in sickle cell anemia
40518,Methotrexate pharmacokinetics (acute lymphoblastic leukemia),Phenotype,Methotrexate pharmacokinetics (acute lymphoblastic leukemia)
40519,Glaucoma,Phenotype,Glaucoma
40520,Ossification of the posterior longitudinal ligament of the spine,Phenotype,Ossification of the posterior longitudinal ligament of the spine
40521,Schizophrenia or bipolar disorder,Phenotype,Schizophrenia or bipolar disorder
40522,Mixed cryoglobulinemia vasculitis in chronic hepatitis C infection,Phenotype,Mixed cryoglobulinemia vasculitis in chronic hepatitis C infection
40523,Diabetic retinopathy in type 2 diabetes,Phenotype,Diabetic retinopathy in type 2 diabetes
40524,Asthma and hay fever,Phenotype,Asthma and hay fever
40525,Cervical cancer,Phenotype,Cervical cancer
40526,Tuberculosis,Phenotype,Tuberculosis
40527,Laryngeal squamous cell carcinoma,Phenotype,Laryngeal squamous cell carcinoma
40528,Breast cancer (survival),Phenotype,Breast cancer (survival)
40529,Electroencephalogram traits,Phenotype,Electroencephalogram traits
40530,Obesity-related traits,Phenotype,Obesity-related traits
40531,Illicit drug use,Phenotype,Illicit drug use
40532,Non-substance related behavioral disinhibition,Phenotype,Non-substance related behavioral disinhibition
40533,Asthma (sex interaction),Phenotype,Asthma (sex interaction)
40534,Acute urticaria and angioedema (non-steroidal anti-inflammatory drug-induced),Phenotype,Acute urticaria and angioedema (non-steroidal anti-inflammatory drug-induced)
40535,Lupus nephritis in systemic lupus erythematosus,Phenotype,Lupus nephritis in systemic lupus erythematosus
40536,Bone mineral density (paediatric-- upper limb),Phenotype,Bone mineral density (paediatric-- upper limb)
40537,Bone mineral density (paediatric-- skull),Phenotype,Bone mineral density (paediatric-- skull)
40538,Bone mineral density (paediatric-- total body less head),Phenotype,Bone mineral density (paediatric-- total body less head)
40539,Reading disability or specific language impairment (pleiotropy),Phenotype,Reading disability or specific language impairment (pleiotropy)
40540,Reading disability or specific language impairment adjusted for intelligence quotient (pleiotropy),Phenotype,Reading disability or specific language impairment adjusted for intelligence quotient (pleiotropy)
40541,Colorectal cancer (calcium intake interaction),Phenotype,Colorectal cancer (calcium intake interaction)
40542,Psychosis (atypical),Phenotype,Psychosis (atypical)
40543,Height adjusted BMI,Phenotype,Height adjusted BMI
40544,Response to cytadine analogues (cytosine arabinoside),Phenotype,Response to cytadine analogues (cytosine arabinoside)
40545,Barrett's esophagus,Phenotype,Barrett's esophagus
40546,Neuroblastoma,Phenotype,Neuroblastoma
40547,C-reactive protein,Phenotype,C-reactive protein
40548,AIDS progression,Phenotype,AIDS progression
40549,Smoking quantity,Phenotype,Smoking quantity
40550,Smoking initiation,Phenotype,Smoking initiation
40551,C-reactive protein levels,Phenotype,C-reactive protein levels
40552,Hypertension,Phenotype,Hypertension
40553,Birth length,Phenotype,Birth length
40554,Infant length,Phenotype,Infant length
40555,Systolic blood pressure,Phenotype,Systolic blood pressure
40556,Diastolic blood pressure,Phenotype,Diastolic blood pressure
40557,Alzheimer's disease (age of onset),Phenotype,Alzheimer's disease (age of onset)
40558,Age-related hearing impairment (SNP x SNP interaction),Phenotype,Age-related hearing impairment (SNP x SNP interaction)
40559,Age-related hearing impairment,Phenotype,Age-related hearing impairment
40560,IgE levels,Phenotype,IgE levels
40561,IgA nephropathy,Phenotype,IgA nephropathy
40562,Thyroid peroxidase antibody levels,Phenotype,Thyroid peroxidase antibody levels
40563,Response to taxane treatment (paclitaxel),Phenotype,Response to taxane treatment (paclitaxel)
40564,Response to antipsychotic treatment,Phenotype,Response to antipsychotic treatment
40565,Myopia (pathological),Phenotype,Myopia (pathological)
40566,Resting heart rate,Phenotype,Resting heart rate
40567,Asthma,Phenotype,Asthma
40568,Amyotrophic lateral sclerosis,Phenotype,Amyotrophic lateral sclerosis
40569,Narcolepsy (onset before 2009 H1N1 influenza pandemic),Phenotype,Narcolepsy (onset before 2009 H1N1 influenza pandemic)
40570,Narcolepsy (age of onset),Phenotype,Narcolepsy (age of onset)
40571,IgE levels in asthmatics (D.f. specific),Phenotype,IgE levels in asthmatics (D.f. specific)
40572,Hepatitis B vaccine response,Phenotype,Hepatitis B vaccine response
40573,Lung function (forced vital capacity),Phenotype,Lung function (forced vital capacity)
40574,Endometriosis,Phenotype,Endometriosis
40575,Mammographic density (dense area),Phenotype,Mammographic density (dense area)
40576,Mammographic density (non-dense area),Phenotype,Mammographic density (non-dense area)
40577,Overweight status,Phenotype,Overweight status
40578,Educational attainment (years of education),Phenotype,Educational attainment (years of education)
40579,Educational attainment (college completion),Phenotype,Educational attainment (college completion)
40580,Nonsyndromic cleft lip with cleft palate,Phenotype,Nonsyndromic cleft lip with cleft palate
40581,Post bronchodilator FEV1/FVC ratio,Phenotype,Post bronchodilator FEV1/FVC ratio
40582,Antithyroid drug-induced agranulocytosis,Phenotype,Antithyroid drug-induced agranulocytosis
40583,Hematocrit,Phenotype,Hematocrit
40584,Mean corpuscular hemoglobin concentration,Phenotype,Mean corpuscular hemoglobin concentration
40585,Presence of antiphospholipid antibodies,Phenotype,Presence of antiphospholipid antibodies
40586,Eosinophil counts,Phenotype,Eosinophil counts
40587,Loneliness (multivariate analysis),Phenotype,Loneliness (multivariate analysis)
40588,Loneliness,Phenotype,Loneliness
40589,Loneliness (linear analysis),Phenotype,Loneliness (linear analysis)
40590,Inflammatory bowel disease,Phenotype,Inflammatory bowel disease
40591,Drug-induced liver injury,Phenotype,Drug-induced liver injury
40592,Spherical equivalent (joint analysis main effects and education interaction),Phenotype,Spherical equivalent (joint analysis main effects and education interaction)
40593,Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder,Phenotype,Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder
40594,Aggressiveness in attention deficit hyperactivity disorder,Phenotype,Aggressiveness in attention deficit hyperactivity disorder
40595,Diastolic blood pressure response to hydrochlorothiazide in hypertension,Phenotype,Diastolic blood pressure response to hydrochlorothiazide in hypertension
40596,Systolic blood pressure response to hydrochlorothiazide in hypertension,Phenotype,Systolic blood pressure response to hydrochlorothiazide in hypertension
40597,Lung cancer,Phenotype,Lung cancer
40598,Smoking status (current vs former),Phenotype,Smoking status (current vs former)
40599,Bone mineral density (Ward's triangle area),Phenotype,Bone mineral density (Ward's triangle area)
40600,Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia,Phenotype,Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia
40601,Eosinophil percentage of white cells,Phenotype,Eosinophil percentage of white cells
40602,Response to paclitaxel in ovarian cancer (Caspase 3/7 EC50),Phenotype,Response to paclitaxel in ovarian cancer (Caspase 3/7 EC50)
40603,Glaucoma (primary open-angle),Phenotype,Glaucoma (primary open-angle)
40604,Mean corpuscular volume,Phenotype,Mean corpuscular volume
40605,Midgestational circulating levels of PCBs (fetal genetic effect),Phenotype,Midgestational circulating levels of PCBs (fetal genetic effect)
40606,Midgestational circulating levels of PBDEs,Phenotype,Midgestational circulating levels of PBDEs
40607,Midgestational circulating levels of PBDEs (fetal genetic effect),Phenotype,Midgestational circulating levels of PBDEs (fetal genetic effect)
40608,Midgestational circulating levels of PCBs,Phenotype,Midgestational circulating levels of PCBs
40609,Cerebrospinal P-tau181p levels,Phenotype,Cerebrospinal P-tau181p levels
40610,C-reactive protein levels or HDL-cholesterol levels (pleiotropy),Phenotype,C-reactive protein levels or HDL-cholesterol levels (pleiotropy)
40611,C-reactive protein levels or LDL-cholesterol levels (pleiotropy),Phenotype,C-reactive protein levels or LDL-cholesterol levels (pleiotropy)
40612,C-reactive protein levels or total cholesterol levels (pleiotropy),Phenotype,C-reactive protein levels or total cholesterol levels (pleiotropy)
40613,Cerebrospinal fluid AB1-42 levels,Phenotype,Cerebrospinal fluid AB1-42 levels
40614,C-reactive protein levels or triglyceride levels (pleiotropy),Phenotype,C-reactive protein levels or triglyceride levels (pleiotropy)
40615,Red blood cell count,Phenotype,Red blood cell count
40616,Hemoglobin levels,Phenotype,Hemoglobin levels
40617,Ischemic stroke,Phenotype,Ischemic stroke
40618,Small vessel stroke,Phenotype,Small vessel stroke
40619,Caffeine metabolism (plasma 1--7-dimethylxanthine (paraxanthine) level),Phenotype,Caffeine metabolism (plasma 1--7-dimethylxanthine (paraxanthine) level)
40620,Neuroticism,Phenotype,Neuroticism
40621,Non-response to antidepressants and depression,Phenotype,Non-response to antidepressants and depression
40622,Response to citalopram or escitalopram in depression,Phenotype,Response to citalopram or escitalopram in depression
40623,Non-response to citalopram or escitalopram and depression,Phenotype,Non-response to citalopram or escitalopram and depression
40624,Gout,Phenotype,Gout
40625,Renal underexcretion gout,Phenotype,Renal underexcretion gout
40626,Core binding factor acute myeloid leukemia,Phenotype,Core binding factor acute myeloid leukemia
40627,Sleep traits (multi-trait analysis),Phenotype,Sleep traits (multi-trait analysis)
40628,Insomnia,Phenotype,Insomnia
40629,Monocyte count,Phenotype,Monocyte count
40630,Mathematical ability,Phenotype,Mathematical ability
40631,Cerebrospinal T-tau levels,Phenotype,Cerebrospinal T-tau levels
40632,Chronic inflammatory diseases (ankylosing spondylitis-- Crohn's disease-- psoriasis-- primary sclerosing cholangitis-- ulcerative colitis) (pleiotropy),Phenotype,Chronic inflammatory diseases (ankylosing spondylitis-- Crohn's disease-- psoriasis-- primary sclerosing cholangitis-- ulcerative colitis) (pleiotropy)
40633,Mean corpuscular hemoglobin,Phenotype,Mean corpuscular hemoglobin
40634,Optic cup area,Phenotype,Optic cup area
40635,Granulocyte percentage of myeloid white cells,Phenotype,Granulocyte percentage of myeloid white cells
40636,Pulse pressure,Phenotype,Pulse pressure
40637,Post bronchodilator FEV1,Phenotype,Post bronchodilator FEV1
40638,Cholesterol-- total,Phenotype,Cholesterol-- total
40639,Body fat percentage,Phenotype,Body fat percentage
40640,Height,Phenotype,Height
40641,Bortezomib-induced peripheral neuropathy in multiple myeloma,Phenotype,Bortezomib-induced peripheral neuropathy in multiple myeloma
40642,Monocyte percentage of white cells,Phenotype,Monocyte percentage of white cells
40643,Migraine,Phenotype,Migraine
40644,Hypothyroidism,Phenotype,Hypothyroidism
40645,Breast size,Phenotype,Breast size
40646,Monobrow,Phenotype,Monobrow
40647,Vasculitis associated with antineutrophil cytoplasmic antibody reactive to myeloperoxidase,Phenotype,Vasculitis associated with antineutrophil cytoplasmic antibody reactive to myeloperoxidase
40648,Antineutrophil cytoplasmic antibody-associated vasculitis,Phenotype,Antineutrophil cytoplasmic antibody-associated vasculitis
40649,Lung function (FEV1/FVC) in asthma (dust mite allergen exposure interaction),Phenotype,Lung function (FEV1/FVC) in asthma (dust mite allergen exposure interaction)
40650,White blood cell count,Phenotype,White blood cell count
40651,Male-pattern baldness,Phenotype,Male-pattern baldness
40652,Plateletcrit,Phenotype,Plateletcrit
40653,Venous thromboembolism adjusted for sickle cell variant rs77121243-T,Phenotype,Venous thromboembolism adjusted for sickle cell variant rs77121243-T
40654,Carotid plaque burden,Phenotype,Carotid plaque burden
