FromID,ToID,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
9,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2462,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2463,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
9,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2419,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2418,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2420,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
892,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
66,2479,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1225,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1225,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2457,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2458,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2462,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2459,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2451,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2481,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2460,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2463,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2418,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2419,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2447,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2449,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2482,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2448,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
28,2420,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2457,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2462,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2463,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
716,2460,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2451,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2482,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2462,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2460,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2463,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2420,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2214,2418,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2419,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2420,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2418,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2447,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2449,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2448,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2450,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2482,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2484,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1979,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2486,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2482,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
947,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2419,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2418,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
56,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1685,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1685,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2488,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2486,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
957,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2451,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
2135,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2457,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2460,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2451,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2462,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2463,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
706,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1580,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1681,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1681,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2432,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2437,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2435,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2426,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2451,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2464,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2418,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2482,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
252,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2455,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2441,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
675,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2456,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2429,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2452,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2433,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2453,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2438,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2434,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2430,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2461,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2436,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2425,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2431,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2451,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
1245,2454,GO:BP,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Pathway
