FromID,ToID,Relation_type,FromType,ToType
498365,16059,VEP,Gene,SNP
7141,16060,VEP,Gene,SNP
498373,16061,VEP,Gene,SNP
498374,16062,VEP,Gene,SNP
498375,16063,VEP,Gene,SNP
498376,16064,VEP,Gene,SNP
498377,16065,VEP,Gene,SNP
11804,16066,VEP,Gene,SNP
15471,16068,VEP,Gene,SNP
8860,16069,VEP,Gene,SNP
2591,16071,VEP,Gene,SNP
498378,16072,VEP,Gene,SNP
3181,16072,VEP,Gene,SNP
8062,16073,VEP,Gene,SNP
15471,16075,VEP,Gene,SNP
9244,16076,VEP,Gene,SNP
12140,16076,VEP,Gene,SNP
5926,16077,VEP,Gene,SNP
498379,16078,VEP,Gene,SNP
498380,16078,VEP,Gene,SNP
3182,16079,VEP,Gene,SNP
3181,16079,VEP,Gene,SNP
3181,16081,VEP,Gene,SNP
3182,16081,VEP,Gene,SNP
498378,16081,VEP,Gene,SNP
498381,16081,VEP,Gene,SNP
12140,16082,VEP,Gene,SNP
9244,16082,VEP,Gene,SNP
498365,16084,VEP,Gene,SNP
498365,16085,VEP,Gene,SNP
498365,16087,VEP,Gene,SNP
498365,16089,VEP,Gene,SNP
498365,16090,VEP,Gene,SNP
498365,16091,VEP,Gene,SNP
498365,16092,VEP,Gene,SNP
498365,16094,VEP,Gene,SNP
498365,16095,VEP,Gene,SNP
498365,16097,VEP,Gene,SNP
498365,16098,VEP,Gene,SNP
498365,16099,VEP,Gene,SNP
498365,16101,VEP,Gene,SNP
498365,16102,VEP,Gene,SNP
12070,16104,VEP,Gene,SNP
498382,16105,VEP,Gene,SNP
496887,16106,VEP,Gene,SNP
7489,16107,VEP,Gene,SNP
498383,16109,VEP,Gene,SNP
498384,16109,VEP,Gene,SNP
498385,16111,VEP,Gene,SNP
498386,16111,VEP,Gene,SNP
498387,16111,VEP,Gene,SNP
498376,16111,VEP,Gene,SNP
13381,16113,VEP,Gene,SNP
498388,16114,VEP,Gene,SNP
11981,16114,VEP,Gene,SNP
12891,16116,VEP,Gene,SNP
498389,16117,VEP,Gene,SNP
11059,16118,VEP,Gene,SNP
11059,16119,VEP,Gene,SNP
8861,16121,VEP,Gene,SNP
5927,16122,VEP,Gene,SNP
498390,16123,VEP,Gene,SNP
498391,16125,VEP,Gene,SNP
3181,16126,VEP,Gene,SNP
3182,16127,VEP,Gene,SNP
3182,16128,VEP,Gene,SNP
9578,16129,VEP,Gene,SNP
3178,16130,VEP,Gene,SNP
498376,16132,VEP,Gene,SNP
498381,16132,VEP,Gene,SNP
498387,16132,VEP,Gene,SNP
498392,16133,VEP,Gene,SNP
498381,16134,VEP,Gene,SNP
498392,16135,VEP,Gene,SNP
498362,16137,VEP,Gene,SNP
498362,16138,VEP,Gene,SNP
498365,16139,VEP,Gene,SNP
498365,16141,VEP,Gene,SNP
498365,16143,VEP,Gene,SNP
498365,16144,VEP,Gene,SNP
498365,16145,VEP,Gene,SNP
498365,16146,VEP,Gene,SNP
498365,16147,VEP,Gene,SNP
498365,16148,VEP,Gene,SNP
493524,16150,VEP,Gene,SNP
493524,16151,VEP,Gene,SNP
493524,16152,VEP,Gene,SNP
493524,16153,VEP,Gene,SNP
15471,16155,VEP,Gene,SNP
498393,16157,VEP,Gene,SNP
498394,16158,VEP,Gene,SNP
498395,16159,VEP,Gene,SNP
498395,16160,VEP,Gene,SNP
3178,16161,VEP,Gene,SNP
3181,16162,VEP,Gene,SNP
498396,16163,VEP,Gene,SNP
498396,16164,VEP,Gene,SNP
498397,16166,VEP,Gene,SNP
7484,16166,VEP,Gene,SNP
3440,16166,VEP,Gene,SNP
498398,16167,VEP,Gene,SNP
493524,16168,VEP,Gene,SNP
495878,16169,VEP,Gene,SNP
4978,16170,VEP,Gene,SNP
7030,16172,VEP,Gene,SNP
13197,16173,VEP,Gene,SNP
8062,16174,VEP,Gene,SNP
498399,16175,VEP,Gene,SNP
498400,16176,VEP,Gene,SNP
498378,16177,VEP,Gene,SNP
498378,16178,VEP,Gene,SNP
9585,16180,VEP,Gene,SNP
498401,16182,VEP,Gene,SNP
498402,16182,VEP,Gene,SNP
498403,16184,VEP,Gene,SNP
498404,16184,VEP,Gene,SNP
10149,16185,VEP,Gene,SNP
498405,16186,VEP,Gene,SNP
10156,16186,VEP,Gene,SNP
11305,16187,VEP,Gene,SNP
5447,16187,VEP,Gene,SNP
10715,16188,VEP,Gene,SNP
11852,16188,VEP,Gene,SNP
498406,16190,VEP,Gene,SNP
12353,16192,VEP,Gene,SNP
498407,16194,VEP,Gene,SNP
13244,16194,VEP,Gene,SNP
493524,16194,VEP,Gene,SNP
498408,16194,VEP,Gene,SNP
498365,16196,VEP,Gene,SNP
498409,16198,VEP,Gene,SNP
15005,16199,VEP,Gene,SNP
14204,16199,VEP,Gene,SNP
4022,16200,VEP,Gene,SNP
498410,16201,VEP,Gene,SNP
15005,16201,VEP,Gene,SNP
14204,16201,VEP,Gene,SNP
13292,16202,VEP,Gene,SNP
10142,16202,VEP,Gene,SNP
9578,16202,VEP,Gene,SNP
14769,16202,VEP,Gene,SNP
498386,16203,VEP,Gene,SNP
15342,16204,VEP,Gene,SNP
8877,16206,VEP,Gene,SNP
15033,16207,VEP,Gene,SNP
498411,16208,VEP,Gene,SNP
4159,16210,VEP,Gene,SNP
12140,16212,VEP,Gene,SNP
5926,16213,VEP,Gene,SNP
5926,16214,VEP,Gene,SNP
498362,16216,VEP,Gene,SNP
498412,16217,VEP,Gene,SNP
11597,16217,VEP,Gene,SNP
498413,16218,VEP,Gene,SNP
11934,16218,VEP,Gene,SNP
498391,16220,VEP,Gene,SNP
6520,16221,VEP,Gene,SNP
5911,16221,VEP,Gene,SNP
15342,16222,VEP,Gene,SNP
9578,16222,VEP,Gene,SNP
14205,16222,VEP,Gene,SNP
8044,16223,VEP,Gene,SNP
498414,16223,VEP,Gene,SNP
498415,16223,VEP,Gene,SNP
498416,16224,VEP,Gene,SNP
498417,16224,VEP,Gene,SNP
4663,16224,VEP,Gene,SNP
12970,16224,VEP,Gene,SNP
498418,16224,VEP,Gene,SNP
498382,16225,VEP,Gene,SNP
13410,16226,VEP,Gene,SNP
498378,16228,VEP,Gene,SNP
498385,16228,VEP,Gene,SNP
498386,16228,VEP,Gene,SNP
11306,16230,VEP,Gene,SNP
11808,16232,VEP,Gene,SNP
498419,16232,VEP,Gene,SNP
498420,16235,VEP,Gene,SNP
498387,16237,VEP,Gene,SNP
498386,16237,VEP,Gene,SNP
498418,16239,VEP,Gene,SNP
4663,16240,VEP,Gene,SNP
498416,16240,VEP,Gene,SNP
10142,16240,VEP,Gene,SNP
498417,16240,VEP,Gene,SNP
498421,16240,VEP,Gene,SNP
498422,16241,VEP,Gene,SNP
498423,16241,VEP,Gene,SNP
498387,16242,VEP,Gene,SNP
498393,16242,VEP,Gene,SNP
498386,16242,VEP,Gene,SNP
493453,16244,VEP,Gene,SNP
493451,16245,VEP,Gene,SNP
9585,16245,VEP,Gene,SNP
493451,16246,VEP,Gene,SNP
498365,16248,VEP,Gene,SNP
13198,16250,VEP,Gene,SNP
11055,16251,VEP,Gene,SNP
498424,16252,VEP,Gene,SNP
498354,16253,VEP,Gene,SNP
498425,16254,VEP,Gene,SNP
498362,16255,VEP,Gene,SNP
498426,16256,VEP,Gene,SNP
3445,16257,VEP,Gene,SNP
498362,16259,VEP,Gene,SNP
498427,16260,VEP,Gene,SNP
498428,16262,VEP,Gene,SNP
8829,16263,VEP,Gene,SNP
498424,16264,VEP,Gene,SNP
498429,16264,VEP,Gene,SNP
498424,16265,VEP,Gene,SNP
498429,16265,VEP,Gene,SNP
498424,16266,VEP,Gene,SNP
498429,16266,VEP,Gene,SNP
498424,16267,VEP,Gene,SNP
498429,16267,VEP,Gene,SNP
498424,16268,VEP,Gene,SNP
498429,16268,VEP,Gene,SNP
11695,16270,VEP,Gene,SNP
498430,16270,VEP,Gene,SNP
12220,16271,VEP,Gene,SNP
498431,16272,VEP,Gene,SNP
14522,16273,VEP,Gene,SNP
6766,16274,VEP,Gene,SNP
498432,16274,VEP,Gene,SNP
498428,16275,VEP,Gene,SNP
11854,16275,VEP,Gene,SNP
498433,16276,VEP,Gene,SNP
10907,16276,VEP,Gene,SNP
7680,16278,VEP,Gene,SNP
14207,16278,VEP,Gene,SNP
498362,16280,VEP,Gene,SNP
14260,16281,VEP,Gene,SNP
9578,16283,VEP,Gene,SNP
3182,16283,VEP,Gene,SNP
498385,16284,VEP,Gene,SNP
498386,16284,VEP,Gene,SNP
498366,16286,VEP,Gene,SNP
8856,16288,VEP,Gene,SNP
8193,16289,VEP,Gene,SNP
15583,16291,VEP,Gene,SNP
14025,16292,VEP,Gene,SNP
498393,16294,VEP,Gene,SNP
498434,16294,VEP,Gene,SNP
498382,16294,VEP,Gene,SNP
498385,16294,VEP,Gene,SNP
498386,16294,VEP,Gene,SNP
498393,16295,VEP,Gene,SNP
498434,16295,VEP,Gene,SNP
498382,16295,VEP,Gene,SNP
498385,16295,VEP,Gene,SNP
498386,16295,VEP,Gene,SNP
11804,16296,VEP,Gene,SNP
498435,16296,VEP,Gene,SNP
494115,16296,VEP,Gene,SNP
498436,16296,VEP,Gene,SNP
498437,16296,VEP,Gene,SNP
12072,16297,VEP,Gene,SNP
14771,16297,VEP,Gene,SNP
498392,16297,VEP,Gene,SNP
498438,16297,VEP,Gene,SNP
498439,16299,VEP,Gene,SNP
494116,16300,VEP,Gene,SNP
498362,16302,VEP,Gene,SNP
498440,16304,VEP,Gene,SNP
4670,16306,VEP,Gene,SNP
498441,16306,VEP,Gene,SNP
12665,16308,VEP,Gene,SNP
11182,16308,VEP,Gene,SNP
498365,16310,VEP,Gene,SNP
12072,16312,VEP,Gene,SNP
10158,16313,VEP,Gene,SNP
498423,16315,VEP,Gene,SNP
498442,16317,VEP,Gene,SNP
5908,16319,VEP,Gene,SNP
9576,16320,VEP,Gene,SNP
5444,16321,VEP,Gene,SNP
10905,16323,VEP,Gene,SNP
15471,16324,VEP,Gene,SNP
498362,16325,VEP,Gene,SNP
498362,16326,VEP,Gene,SNP
498362,16327,VEP,Gene,SNP
493524,16328,VEP,Gene,SNP
13244,16328,VEP,Gene,SNP
498443,16328,VEP,Gene,SNP
498362,16330,VEP,Gene,SNP
3705,16332,VEP,Gene,SNP
11695,16334,VEP,Gene,SNP
498393,16339,VEP,Gene,SNP
498434,16339,VEP,Gene,SNP
498385,16340,VEP,Gene,SNP
498386,16340,VEP,Gene,SNP
4927,16342,VEP,Gene,SNP
498444,16342,VEP,Gene,SNP
4927,16343,VEP,Gene,SNP
498444,16343,VEP,Gene,SNP
15099,16344,VEP,Gene,SNP
498445,16344,VEP,Gene,SNP
15099,16345,VEP,Gene,SNP
498445,16345,VEP,Gene,SNP
498446,16346,VEP,Gene,SNP
498447,16346,VEP,Gene,SNP
498446,16347,VEP,Gene,SNP
498447,16347,VEP,Gene,SNP
11513,16348,VEP,Gene,SNP
4978,16348,VEP,Gene,SNP
11513,16349,VEP,Gene,SNP
4978,16349,VEP,Gene,SNP
498371,16350,VEP,Gene,SNP
498448,16350,VEP,Gene,SNP
498371,16351,VEP,Gene,SNP
498448,16351,VEP,Gene,SNP
496593,16352,VEP,Gene,SNP
3182,16352,VEP,Gene,SNP
496593,16353,VEP,Gene,SNP
3182,16353,VEP,Gene,SNP
3182,16354,VEP,Gene,SNP
3182,16355,VEP,Gene,SNP
498449,16357,VEP,Gene,SNP
498450,16359,VEP,Gene,SNP
11302,16361,VEP,Gene,SNP
10564,16362,VEP,Gene,SNP
498365,16364,VEP,Gene,SNP
498365,16365,VEP,Gene,SNP
498365,16366,VEP,Gene,SNP
498365,16368,VEP,Gene,SNP
498365,16369,VEP,Gene,SNP
498365,16370,VEP,Gene,SNP
498365,16371,VEP,Gene,SNP
498362,16373,VEP,Gene,SNP
498362,16375,VEP,Gene,SNP
498451,16377,VEP,Gene,SNP
10719,16378,VEP,Gene,SNP
498387,16380,VEP,Gene,SNP
498386,16380,VEP,Gene,SNP
5922,16381,VEP,Gene,SNP
9578,16382,VEP,Gene,SNP
3181,16382,VEP,Gene,SNP
3182,16382,VEP,Gene,SNP
14769,16382,VEP,Gene,SNP
11182,16383,VEP,Gene,SNP
498355,16384,VEP,Gene,SNP
15471,16385,VEP,Gene,SNP
498452,16386,VEP,Gene,SNP
10562,16388,VEP,Gene,SNP
498453,16388,VEP,Gene,SNP
10358,16388,VEP,Gene,SNP
6098,16388,VEP,Gene,SNP
498454,16388,VEP,Gene,SNP
498455,16388,VEP,Gene,SNP
12436,16388,VEP,Gene,SNP
6880,16388,VEP,Gene,SNP
9718,16388,VEP,Gene,SNP
3441,16388,VEP,Gene,SNP
498456,16388,VEP,Gene,SNP
498457,16388,VEP,Gene,SNP
6879,16388,VEP,Gene,SNP
498458,16388,VEP,Gene,SNP
498459,16388,VEP,Gene,SNP
7485,16388,VEP,Gene,SNP
498460,16388,VEP,Gene,SNP
498461,16390,VEP,Gene,SNP
8062,16391,VEP,Gene,SNP
8864,16393,VEP,Gene,SNP
498462,16395,VEP,Gene,SNP
498393,16397,VEP,Gene,SNP
498365,16397,VEP,Gene,SNP
14522,16398,VEP,Gene,SNP
498463,16398,VEP,Gene,SNP
498378,16400,VEP,Gene,SNP
498464,16402,VEP,Gene,SNP
4663,16405,VEP,Gene,SNP
498418,16406,VEP,Gene,SNP
498464,16407,VEP,Gene,SNP
3181,16408,VEP,Gene,SNP
5102,16409,VEP,Gene,SNP
498387,16410,VEP,Gene,SNP
498465,16411,VEP,Gene,SNP
5913,16412,VEP,Gene,SNP
498466,16413,VEP,Gene,SNP
3181,16414,VEP,Gene,SNP
498467,16415,VEP,Gene,SNP
498468,16417,VEP,Gene,SNP
498365,16418,VEP,Gene,SNP
498365,16419,VEP,Gene,SNP
498365,16421,VEP,Gene,SNP
498365,16422,VEP,Gene,SNP
498469,16424,VEP,Gene,SNP
498362,16425,VEP,Gene,SNP
6753,16427,VEP,Gene,SNP
498365,16429,VEP,Gene,SNP
498365,16430,VEP,Gene,SNP
498470,16432,VEP,Gene,SNP
498365,16433,VEP,Gene,SNP
498365,16434,VEP,Gene,SNP
13198,16435,VEP,Gene,SNP
498365,16436,VEP,Gene,SNP
498365,16437,VEP,Gene,SNP
498365,16439,VEP,Gene,SNP
14522,16441,VEP,Gene,SNP
498463,16441,VEP,Gene,SNP
13842,16442,VEP,Gene,SNP
498471,16442,VEP,Gene,SNP
8062,16443,VEP,Gene,SNP
498429,16444,VEP,Gene,SNP
12891,16445,VEP,Gene,SNP
13842,16446,VEP,Gene,SNP
498406,16448,VEP,Gene,SNP
498472,16448,VEP,Gene,SNP
12070,16449,VEP,Gene,SNP
13762,16450,VEP,Gene,SNP
498418,16452,VEP,Gene,SNP
498393,16452,VEP,Gene,SNP
498382,16452,VEP,Gene,SNP
13842,16454,VEP,Gene,SNP
3182,16455,VEP,Gene,SNP
498365,16456,VEP,Gene,SNP
498473,16397,VEP,Gene,SNP
498474,16397,VEP,Gene,SNP
8874,16458,VEP,Gene,SNP
498362,16460,VEP,Gene,SNP
5909,16461,VEP,Gene,SNP
12665,16462,VEP,Gene,SNP
12891,16463,VEP,Gene,SNP
12891,16464,VEP,Gene,SNP
498475,16465,VEP,Gene,SNP
14604,16467,VEP,Gene,SNP
498390,16468,VEP,Gene,SNP
7347,16468,VEP,Gene,SNP
10655,16468,VEP,Gene,SNP
498445,16470,VEP,Gene,SNP
498476,16472,VEP,Gene,SNP
498362,16474,VEP,Gene,SNP
498382,16476,VEP,Gene,SNP
11139,16478,VEP,Gene,SNP
498477,16478,VEP,Gene,SNP
10151,16479,VEP,Gene,SNP
3699,16479,VEP,Gene,SNP
498478,16480,VEP,Gene,SNP
3703,16481,VEP,Gene,SNP
498479,16481,VEP,Gene,SNP
3703,16482,VEP,Gene,SNP
498479,16482,VEP,Gene,SNP
3703,16483,VEP,Gene,SNP
498479,16483,VEP,Gene,SNP
3703,16484,VEP,Gene,SNP
13199,16484,VEP,Gene,SNP
498480,16485,VEP,Gene,SNP
498480,16486,VEP,Gene,SNP
498352,16487,VEP,Gene,SNP
11808,16487,VEP,Gene,SNP
5928,16488,VEP,Gene,SNP
11306,16489,VEP,Gene,SNP
3178,16490,VEP,Gene,SNP
498481,16491,VEP,Gene,SNP
493227,16491,VEP,Gene,SNP
6875,16492,VEP,Gene,SNP
498482,16492,VEP,Gene,SNP
4159,16493,VEP,Gene,SNP
12250,16494,VEP,Gene,SNP
14632,16494,VEP,Gene,SNP
12250,16495,VEP,Gene,SNP
15530,16495,VEP,Gene,SNP
498362,16497,VEP,Gene,SNP
498362,16498,VEP,Gene,SNP
498362,16499,VEP,Gene,SNP
498362,16500,VEP,Gene,SNP
2615,16501,VEP,Gene,SNP
498362,16502,VEP,Gene,SNP
14852,16503,VEP,Gene,SNP
498362,16504,VEP,Gene,SNP
498362,16505,VEP,Gene,SNP
498390,16506,VEP,Gene,SNP
12071,16507,VEP,Gene,SNP
498362,16508,VEP,Gene,SNP
498362,16509,VEP,Gene,SNP
8880,16510,VEP,Gene,SNP
498483,16512,VEP,Gene,SNP
498476,16512,VEP,Gene,SNP
498484,16512,VEP,Gene,SNP
498483,16513,VEP,Gene,SNP
498476,16513,VEP,Gene,SNP
498351,16515,VEP,Gene,SNP
498485,16516,VEP,Gene,SNP
498483,16517,VEP,Gene,SNP
498476,16517,VEP,Gene,SNP
498430,16517,VEP,Gene,SNP
498483,16518,VEP,Gene,SNP
498476,16518,VEP,Gene,SNP
13410,16519,VEP,Gene,SNP
6766,16520,VEP,Gene,SNP
498486,16520,VEP,Gene,SNP
498487,16521,VEP,Gene,SNP
498362,16522,VEP,Gene,SNP
498488,16523,VEP,Gene,SNP
498489,16523,VEP,Gene,SNP
498490,16523,VEP,Gene,SNP
498006,16524,VEP,Gene,SNP
498491,16524,VEP,Gene,SNP
498492,16524,VEP,Gene,SNP
498493,16525,VEP,Gene,SNP
498494,16525,VEP,Gene,SNP
498362,16526,VEP,Gene,SNP
498495,16527,VEP,Gene,SNP
498496,16527,VEP,Gene,SNP
498497,16528,VEP,Gene,SNP
498498,16528,VEP,Gene,SNP
14207,16530,VEP,Gene,SNP
498499,16532,VEP,Gene,SNP
498387,16534,VEP,Gene,SNP
498385,16534,VEP,Gene,SNP
11733,16535,VEP,Gene,SNP
498500,16535,VEP,Gene,SNP
498501,16537,VEP,Gene,SNP
498502,16538,VEP,Gene,SNP
15342,16539,VEP,Gene,SNP
498503,16539,VEP,Gene,SNP
15342,16540,VEP,Gene,SNP
3181,16541,VEP,Gene,SNP
14067,16542,VEP,Gene,SNP
498504,16543,VEP,Gene,SNP
12298,16545,VEP,Gene,SNP
3818,16546,VEP,Gene,SNP
5908,16548,VEP,Gene,SNP
14232,16550,VEP,Gene,SNP
498471,16552,VEP,Gene,SNP
10564,16553,VEP,Gene,SNP
498353,16553,VEP,Gene,SNP
6100,16553,VEP,Gene,SNP
5431,16554,VEP,Gene,SNP
12070,16555,VEP,Gene,SNP
12070,16556,VEP,Gene,SNP
5103,16557,VEP,Gene,SNP
498505,16558,VEP,Gene,SNP
498365,16560,VEP,Gene,SNP
498362,16561,VEP,Gene,SNP
498506,16564,VEP,Gene,SNP
498507,16564,VEP,Gene,SNP
11806,16564,VEP,Gene,SNP
8841,16564,VEP,Gene,SNP
498508,16564,VEP,Gene,SNP
498509,16564,VEP,Gene,SNP
498489,16564,VEP,Gene,SNP
6522,16564,VEP,Gene,SNP
498510,16564,VEP,Gene,SNP
4363,16564,VEP,Gene,SNP
5916,16564,VEP,Gene,SNP
2589,16564,VEP,Gene,SNP
15447,16564,VEP,Gene,SNP
2590,16564,VEP,Gene,SNP
15668,16564,VEP,Gene,SNP
498511,16564,VEP,Gene,SNP
498512,16564,VEP,Gene,SNP
8842,16564,VEP,Gene,SNP
2583,16566,VEP,Gene,SNP
6529,16567,VEP,Gene,SNP
498391,16568,VEP,Gene,SNP
498513,16568,VEP,Gene,SNP
2584,16568,VEP,Gene,SNP
498514,16568,VEP,Gene,SNP
498515,16568,VEP,Gene,SNP
498516,16568,VEP,Gene,SNP
8834,16568,VEP,Gene,SNP
498517,16568,VEP,Gene,SNP
8833,16568,VEP,Gene,SNP
498518,16568,VEP,Gene,SNP
498519,16569,VEP,Gene,SNP
2838,16570,VEP,Gene,SNP
12353,16572,VEP,Gene,SNP
498471,16574,VEP,Gene,SNP
498378,16575,VEP,Gene,SNP
498450,16576,VEP,Gene,SNP
498400,16577,VEP,Gene,SNP
498365,16579,VEP,Gene,SNP
14522,16581,VEP,Gene,SNP
498463,16581,VEP,Gene,SNP
3446,16582,VEP,Gene,SNP
15471,16583,VEP,Gene,SNP
498520,16585,VEP,Gene,SNP
498521,16586,VEP,Gene,SNP
12072,16586,VEP,Gene,SNP
498393,16588,VEP,Gene,SNP
498434,16588,VEP,Gene,SNP
4022,16589,VEP,Gene,SNP
498522,16589,VEP,Gene,SNP
6520,16589,VEP,Gene,SNP
13845,16590,VEP,Gene,SNP
498523,16592,VEP,Gene,SNP
498524,16592,VEP,Gene,SNP
498525,16594,VEP,Gene,SNP
7487,16596,VEP,Gene,SNP
498526,16596,VEP,Gene,SNP
498376,16237,VEP,Gene,SNP
8343,16598,VEP,Gene,SNP
11300,16599,VEP,Gene,SNP
14605,16600,VEP,Gene,SNP
498399,16601,VEP,Gene,SNP
498459,16603,VEP,Gene,SNP
498385,16604,VEP,Gene,SNP
498386,16604,VEP,Gene,SNP
10355,16605,VEP,Gene,SNP
498385,16607,VEP,Gene,SNP
498387,16607,VEP,Gene,SNP
4158,16609,VEP,Gene,SNP
2846,16609,VEP,Gene,SNP
498395,16610,VEP,Gene,SNP
4515,16612,VEP,Gene,SNP
498365,16614,VEP,Gene,SNP
498527,16518,VEP,Gene,SNP
15471,16617,VEP,Gene,SNP
493858,16150,VEP,Gene,SNP
13244,16150,VEP,Gene,SNP
13243,16150,VEP,Gene,SNP
8874,16620,VEP,Gene,SNP
8874,16621,VEP,Gene,SNP
498528,16621,VEP,Gene,SNP
498480,16624,VEP,Gene,SNP
498480,16626,VEP,Gene,SNP
493451,16628,VEP,Gene,SNP
498529,16629,VEP,Gene,SNP
498530,16630,VEP,Gene,SNP
498531,16632,VEP,Gene,SNP
15471,16633,VEP,Gene,SNP
5916,16635,VEP,Gene,SNP
8046,16637,VEP,Gene,SNP
5634,16638,VEP,Gene,SNP
498532,16639,VEP,Gene,SNP
4978,16640,VEP,Gene,SNP
498533,16641,VEP,Gene,SNP
498534,16642,VEP,Gene,SNP
495459,16644,VEP,Gene,SNP
498535,16644,VEP,Gene,SNP
6977,16644,VEP,Gene,SNP
7033,16646,VEP,Gene,SNP
498444,16647,VEP,Gene,SNP
498444,16649,VEP,Gene,SNP
3181,16651,VEP,Gene,SNP
3442,16653,VEP,Gene,SNP
498536,16655,VEP,Gene,SNP
15233,16656,VEP,Gene,SNP
15471,16657,VEP,Gene,SNP
3178,16659,VEP,Gene,SNP
498517,16659,VEP,Gene,SNP
498393,16660,VEP,Gene,SNP
498382,16660,VEP,Gene,SNP
498386,16660,VEP,Gene,SNP
13842,16662,VEP,Gene,SNP
498537,16663,VEP,Gene,SNP
12594,16664,VEP,Gene,SNP
498365,16666,VEP,Gene,SNP
498365,16667,VEP,Gene,SNP
498365,16668,VEP,Gene,SNP
498365,16669,VEP,Gene,SNP
4163,16670,VEP,Gene,SNP
498365,16671,VEP,Gene,SNP
498538,16672,VEP,Gene,SNP
10156,16672,VEP,Gene,SNP
498539,16673,VEP,Gene,SNP
498540,16673,VEP,Gene,SNP
498541,16675,VEP,Gene,SNP
498542,16675,VEP,Gene,SNP
14817,16677,VEP,Gene,SNP
498362,16678,VEP,Gene,SNP
498362,16679,VEP,Gene,SNP
5442,16681,VEP,Gene,SNP
8861,16683,VEP,Gene,SNP
498543,16684,VEP,Gene,SNP
498385,16685,VEP,Gene,SNP
7685,16686,VEP,Gene,SNP
7030,16686,VEP,Gene,SNP
8062,16687,VEP,Gene,SNP
13197,16688,VEP,Gene,SNP
12525,16689,VEP,Gene,SNP
498399,16690,VEP,Gene,SNP
498544,16692,VEP,Gene,SNP
498545,16692,VEP,Gene,SNP
4159,16693,VEP,Gene,SNP
15342,16695,VEP,Gene,SNP
498503,16695,VEP,Gene,SNP
498467,16695,VEP,Gene,SNP
496593,16695,VEP,Gene,SNP
498546,16695,VEP,Gene,SNP
498547,16697,VEP,Gene,SNP
498539,16699,VEP,Gene,SNP
498362,16700,VEP,Gene,SNP
498362,16701,VEP,Gene,SNP
498362,16702,VEP,Gene,SNP
10350,16703,VEP,Gene,SNP
9243,16703,VEP,Gene,SNP
11412,16703,VEP,Gene,SNP
498548,16703,VEP,Gene,SNP
3816,16703,VEP,Gene,SNP
7478,16703,VEP,Gene,SNP
10718,16703,VEP,Gene,SNP
5630,16703,VEP,Gene,SNP
498549,16703,VEP,Gene,SNP
498550,16703,VEP,Gene,SNP
