Id,Name,Type,Property,VectorableProperty
45,Cytoplasm_Granularity_3_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Granularity 3 bodipy
46,Cells_Mean_LargebodipyObjects_Granularity_3_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Granularity 3 bodipy
47,Cells_Granularity_2_Mito,LipocyteProfiler_Feature,Mito,Cells Granularity 2 Mito
48,Cytoplasm_Granularity_2_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Granularity 2 Mito
49,Cells_Granularity_3_bodipy,LipocyteProfiler_Feature,Lipid,Cells Granularity 3 bodipy
50,Cytoplasm_Granularity_4_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Granularity 4 bodipy
51,Cells_Mean_LargebodipyObjects_Granularity_4_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Granularity 4 bodipy
52,Cytoplasm_Granularity_3_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Granularity 3 Mito
53,Cells_Granularity_3_Mito,LipocyteProfiler_Feature,Mito,Cells Granularity 3 Mito
54,Cytoplasm_Granularity_5_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Granularity 5 Mito
55,Cytoplasm_Granularity_4_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Granularity 4 Mito
56,Cells_Granularity_4_Mito,LipocyteProfiler_Feature,Mito,Cells Granularity 4 Mito
57,Cells_Granularity_5_Mito,LipocyteProfiler_Feature,Mito,Cells Granularity 5 Mito
58,Cytoplasm_Intensity_IntegratedIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity IntegratedIntensity bodipy
60,Cytoplasm_Intensity_IntegratedIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity IntegratedIntensity AGP
61,Cells_Intensity_IntegratedIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity IntegratedIntensity bodipy
62,Cells_Intensity_IntegratedIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity IntegratedIntensity AGP
63,Cells_Intensity_IntegratedIntensity_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity IntegratedIntensity Mito
64,Cytoplasm_Intensity_IntegratedIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity IntegratedIntensity Mito
66,Cells_Intensity_IntegratedIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity IntegratedIntensityEdge bodipy
67,Cytoplasm_Intensity_IntegratedIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity IntegratedIntensityEdge bodipy
69,Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity IntegratedIntensityEdge Mito
70,Cells_Intensity_IntegratedIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity IntegratedIntensityEdge Mito
71,Cells_Intensity_MeanIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity MeanIntensityEdge AGP
73,Cells_Intensity_LowerQuartileIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity LowerQuartileIntensity AGP
74,Cytoplasm_Intensity_MeanIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity MeanIntensityEdge AGP
75,Cytoplasm_Intensity_LowerQuartileIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity LowerQuartileIntensity AGP
76,Nuclei_Intensity_MaxIntensity_AGP,LipocyteProfiler_Feature,AGP,Nuclei Intensity MaxIntensity AGP
78,Cytoplasm_Intensity_MaxIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity MaxIntensity AGP
79,Cytoplasm_Intensity_MaxIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity MaxIntensityEdge AGP
80,Cells_Intensity_StdIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity StdIntensity AGP
81,Cytoplasm_Intensity_StdIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity StdIntensity AGP
82,Cells_Intensity_MaxIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity MaxIntensity AGP
83,Nuclei_Intensity_MaxIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Nuclei Intensity MaxIntensityEdge AGP
84,Nuclei_Intensity_StdIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Nuclei Intensity StdIntensityEdge AGP
85,Cytoplasm_Intensity_StdIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity StdIntensityEdge AGP
86,Cells_Intensity_MADIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity MADIntensity AGP
87,Cells_Intensity_MADIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity MADIntensity bodipy
88,Cytoplasm_Intensity_MADIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity MADIntensity bodipy
89,Cytoplasm_Intensity_MADIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MADIntensity Mito
90,Nuclei_Intensity_MaxIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Nuclei Intensity MaxIntensityEdge Mito
91,Nuclei_Intensity_StdIntensity_Mito,LipocyteProfiler_Feature,Mito,Nuclei Intensity StdIntensity Mito
92,Cytoplasm_Intensity_StdIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity StdIntensityEdge Mito
93,Cells_Intensity_MaxIntensity_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MaxIntensity Mito
94,Cells_Intensity_MaxIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MaxIntensityEdge Mito
95,Nuclei_Intensity_MaxIntensity_Mito,LipocyteProfiler_Feature,Mito,Nuclei Intensity MaxIntensity Mito
96,Nuclei_Intensity_StdIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Nuclei Intensity StdIntensityEdge Mito
97,Cells_Intensity_StdIntensity_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity StdIntensity Mito
98,Cells_Intensity_StdIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity StdIntensityEdge Mito
99,Cells_Intensity_MADIntensity_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MADIntensity Mito
100,Cytoplasm_Intensity_MaxIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MaxIntensity Mito
101,Cytoplasm_Intensity_MaxIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MaxIntensityEdge Mito
102,Cytoplasm_Intensity_StdIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity StdIntensity Mito
103,Cells_Intensity_MassDisplacement_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity MassDisplacement bodipy
104,Cytoplasm_Intensity_MassDisplacement_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity MassDisplacement bodipy
105,Cells_Intensity_MassDisplacement_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MassDisplacement Mito
106,Cytoplasm_Intensity_MassDisplacement_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MassDisplacement Mito
107,Cytoplasm_Intensity_MaxIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity MaxIntensityEdge bodipy
108,Cytoplasm_Intensity_MaxIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity MaxIntensity bodipy
109,Cells_Intensity_MaxIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity MaxIntensity bodipy
110,Cells_Texture_SumAverage_AGP_20_01,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 20 01
111,Cells_Intensity_MaxIntensityEdge_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity MaxIntensityEdge AGP
112,Cells_Texture_SumAverage_AGP_10_02,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 10 02
113,Cytoplasm_Intensity_MedianIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity MedianIntensity AGP
114,Cells_Intensity_UpperQuartileIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity UpperQuartileIntensity AGP
115,Cytoplasm_Texture_SumAverage_AGP_5_01,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 5 01
116,Cells_Texture_SumAverage_AGP_10_01,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 10 01
117,Cytoplasm_Texture_SumAverage_AGP_20_02,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 20 02
118,Cells_Texture_SumAverage_AGP_10_00,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 10 00
119,Cytoplasm_Intensity_MeanIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity MeanIntensity AGP
120,Cells_Texture_SumAverage_AGP_10_03,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 10 03
121,Cells_Texture_SumAverage_AGP_5_01,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 5 01
122,Cytoplasm_Texture_SumAverage_AGP_5_00,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 5 00
123,Cells_Texture_SumAverage_AGP_20_00,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 20 00
124,Cytoplasm_Texture_SumAverage_AGP_20_03,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 20 03
125,Cytoplasm_Texture_SumAverage_AGP_10_01,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 10 01
126,Cytoplasm_Texture_SumAverage_AGP_20_01,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 20 01
127,Cells_Intensity_MeanIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity MeanIntensity AGP
128,Cytoplasm_Texture_SumAverage_AGP_10_00,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 10 00
129,Cells_Texture_SumAverage_AGP_20_03,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 20 03
130,Cytoplasm_Texture_SumAverage_AGP_5_03,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 5 03
131,Cells_Texture_SumAverage_AGP_5_02,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 5 02
132,Cytoplasm_Texture_SumAverage_AGP_10_03,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 10 03
133,Cytoplasm_Intensity_UpperQuartileIntensity_AGP,LipocyteProfiler_Feature,AGP,Cytoplasm Intensity UpperQuartileIntensity AGP
134,Cells_Intensity_MedianIntensity_AGP,LipocyteProfiler_Feature,AGP,Cells Intensity MedianIntensity AGP
135,Cells_Texture_SumAverage_AGP_5_03,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 5 03
136,Cells_Texture_SumAverage_AGP_5_00,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 5 00
137,Cytoplasm_Texture_SumAverage_AGP_10_02,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 10 02
138,Cytoplasm_Texture_SumAverage_AGP_5_02,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 5 02
139,Cytoplasm_Texture_SumAverage_AGP_20_00,LipocyteProfiler_Feature,AGP,Cytoplasm Texture SumAverage AGP 20 00
140,Cells_Texture_SumAverage_AGP_20_02,LipocyteProfiler_Feature,AGP,Cells Texture SumAverage AGP 20 02
141,Cells_Intensity_StdIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity StdIntensityEdge bodipy
142,Cells_Intensity_MaxIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity MaxIntensityEdge bodipy
143,Cells_Intensity_MaxIntensityEdge_DNA,LipocyteProfiler_Feature,DNA,Cells Intensity MaxIntensityEdge DNA
144,Cells_Intensity_StdIntensityEdge_DNA,LipocyteProfiler_Feature,DNA,Cells Intensity StdIntensityEdge DNA
145,Cytoplasm_Intensity_MinIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MinIntensityEdge Mito
146,Cytoplasm_Intensity_MinIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MinIntensity Mito
147,Cells_Intensity_MinIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MinIntensityEdge Mito
148,Cells_Intensity_MeanIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MeanIntensityEdge Mito
149,Cytoplasm_Intensity_MedianIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MedianIntensity Mito
150,Cytoplasm_Intensity_LowerQuartileIntensity_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity LowerQuartileIntensity Mito
151,Cytoplasm_Intensity_MeanIntensityEdge_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Intensity MeanIntensityEdge Mito
152,Cells_Intensity_MinIntensity_Mito,LipocyteProfiler_Feature,Mito,Cells Intensity MinIntensity Mito
153,Cytoplasm_Intensity_MinIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity MinIntensity bodipy
154,Cytoplasm_Intensity_MinIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity MinIntensityEdge bodipy
155,Cells_Intensity_MinIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity MinIntensity bodipy
156,Cells_Intensity_MinIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity MinIntensityEdge bodipy
157,Cytoplasm_Intensity_StdIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity StdIntensity bodipy
158,Cells_Intensity_StdIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity StdIntensity bodipy
159,Nuclei_Intensity_StdIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity StdIntensityEdge bodipy
160,Cytoplasm_Intensity_StdIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Intensity StdIntensityEdge bodipy
161,Nuclei_Intensity_MaxIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity MaxIntensityEdge bodipy
162,Nuclei_Intensity_MaxIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity MaxIntensity bodipy
163,Cells_Intensity_UpperQuartileIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Intensity UpperQuartileIntensity bodipy
164,Nuclei_Intensity_MinIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity MinIntensityEdge bodipy
165,Nuclei_Intensity_MeanIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity MeanIntensityEdge bodipy
166,Nuclei_Intensity_MinIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity MinIntensity bodipy
167,Nuclei_Intensity_IntegratedIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Intensity IntegratedIntensityEdge bodipy
168,Cells_Mean_LargebodipyObjects_Correlation_Overlap_Mito_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation Overlap Mito bodipy
169,Cells_Mean_LargebodipyObjects_AreaShape_Eccentricity,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects AreaShape Eccentricity
170,Cells_Mean_LargebodipyObjects_Correlation_Overlap_AGP_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation Overlap AGP Mito
171,Cells_Mean_LargebodipyObjects_AreaShape_FormFactor,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects AreaShape FormFactor
172,Cells_Mean_LargebodipyObjects_AreaShape_Extent,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects AreaShape Extent
173,Cells_Mean_LargebodipyObjects_Correlation_Overlap_DNA_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation Overlap DNA bodipy
174,Cells_Mean_LargebodipyObjects_Correlation_Overlap_AGP_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation Overlap AGP bodipy
175,Cells_Mean_LargebodipyObjects_AreaShape_Solidity,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects AreaShape Solidity
176,Cells_Mean_LargebodipyObjects_Granularity_1_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Granularity 1 bodipy
177,Cells_Mean_LargebodipyObjects_Correlation_Overlap_DNA_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation Overlap DNA Mito
178,Cells_Mean_LargebodipyObjects_Correlation_Correlation_AGP_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation Correlation AGP bodipy
179,Cells_Mean_LargebodipyObjects_Correlation_K_AGP_DNA,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation K AGP DNA
180,Cells_Mean_LargebodipyObjects_Correlation_K_AGP_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation K AGP Mito
181,Cells_Mean_LargebodipyObjects_Correlation_K_DNA_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation K DNA Mito
182,Cells_Mean_LargebodipyObjects_Correlation_K_bodipy_DNA,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation K bodipy DNA
183,Cells_Mean_LargebodipyObjects_Correlation_K_DNA_AGP,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation K DNA AGP
184,Cells_Mean_LargebodipyObjects_Correlation_K_DNA_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Correlation K DNA bodipy
185,Cytoplasm_Granularity_2_bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Granularity 2 bodipy
186,Cells_Mean_LargebodipyObjects_Intensity_StdIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity StdIntensity bodipy
187,Cells_Mean_LargebodipyObjects_Intensity_MaxIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MaxIntensity bodipy
188,Cells_Mean_LargebodipyObjects_Granularity_2_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Granularity 2 bodipy
189,Cells_Mean_LargebodipyObjects_Intensity_MADIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MADIntensity bodipy
190,Cells_Mean_LargebodipyObjects_Intensity_MedianIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MedianIntensity bodipy
191,Cells_Mean_LargebodipyObjects_Intensity_MaxIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MaxIntensityEdge bodipy
192,Cells_Mean_LargebodipyObjects_Intensity_MeanIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MeanIntensity bodipy
193,Cells_Mean_LargebodipyObjects_Intensity_MassDisplacement_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MassDisplacement bodipy
194,Cells_Mean_LargebodipyObjects_Intensity_IntegratedIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity IntegratedIntensity bodipy
195,Cells_Mean_LargebodipyObjects_Intensity_MinIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MinIntensityEdge bodipy
196,Cells_Mean_LargebodipyObjects_Intensity_UpperQuartileIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity UpperQuartileIntensity bodipy
197,Cells_Mean_LargebodipyObjects_Intensity_StdIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity StdIntensityEdge bodipy
198,Cells_Mean_LargebodipyObjects_Intensity_MinIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Intensity MinIntensity bodipy
199,Cells_Mean_LargebodipyObjects_Number_Object_Number,LipocyteProfiler_Feature,Lipid,Cells Mean LargebodipyObjects Number Object Number
201,Cells_Mean_SmallbodipyObjects_Correlation_Correlation_DNA_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Correlation Correlation DNA Mito
202,Cells_Mean_SmallbodipyObjects_Correlation_K_AGP_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Correlation K AGP Mito
203,Cells_Mean_SmallbodipyObjects_Correlation_K_DNA_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Correlation K DNA bodipy
204,Cells_Mean_SmallbodipyObjects_Correlation_K_DNA_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Correlation K DNA Mito
205,Cells_Mean_SmallbodipyObjects_Intensity_StdIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity StdIntensity bodipy
206,Cells_Mean_SmallbodipyObjects_Intensity_MinIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity MinIntensity bodipy
207,Cells_Mean_SmallbodipyObjects_Intensity_MeanIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity MeanIntensity bodipy
208,Cells_Mean_SmallbodipyObjects_Intensity_MinIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity MinIntensityEdge bodipy
209,Cells_Mean_SmallbodipyObjects_Intensity_MaxIntensityEdge_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity MaxIntensityEdge bodipy
210,Cells_Mean_SmallbodipyObjects_Intensity_MADIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity MADIntensity bodipy
211,Cells_Mean_SmallbodipyObjects_Intensity_UpperQuartileIntensity_bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean SmallbodipyObjects Intensity UpperQuartileIntensity bodipy
